Origin,Artist_Name,Artwork_Name,Year
None,Mario Tozzi,SerenitÃ ,1923
None,Mario Tozzi,Madonna col Bambino,1924
None,Mario Tozzi,Meditazione,1925
None,Mario Tozzi,Donna Seduta di Schiena,1926
None,Mario Tozzi,Mattutino (Reverie Matinale),1927
None,Mario Tozzi,Finestra su Saint-Germain-des-PrÃ©s,1927
None,Mario Tozzi,La Famiglia del Pescatore,1928
None,Mario Tozzi,Mirage,1929
None,Mario Tozzi,Figure ed Architetture,1929
None,Mario Tozzi,Hommage Ã  Claudel (donna musica),1930
None,Mario Tozzi,Solitude,1931
None,Mario Tozzi,L'Aragonese,1931
None,Mario Tozzi,Il Circo,1932
None,Mario Tozzi,Il Nuovo Secolo RidÃ  alle Arti Plastiche il Senso della Costruzione e dell'Architettura,1933
None,Mario Tozzi,La Servante,1934
None,Mario Tozzi,La Chiave e il Carciofo,1937
None,Mario Tozzi,Natura Morta con Venere,1942
None,Mario Tozzi,Figura,1942
None,Mario Tozzi,NativitÃ ,1943
None,Mario Tozzi,Confidenze,1943
None,Mario Tozzi,Conchiglia e Fiori,1944
None,Mario Tozzi,I Due Violini,1945
None,Mario Tozzi,Natura Morta,1946
None,Mario Tozzi,Figura di Donna,1948
None,Mario Tozzi,La Lezione di Anatomia,1954
None,Mario Tozzi,Natura Morta,1955
None,Mario Tozzi,Ritratto della Signora Jenny Borghi,1959
None,Mario Tozzi,Le Ateniesi,1960
None,Mario Tozzi,Il Pittore e la Modella,1961
None,Mario Tozzi,Il Secchio Sospeso,1961
None,Mario Tozzi,Forme e Piani,1962
None,Mario Tozzi,La Porta Viola,1963
None,Mario Tozzi,"L'Arciere, 196",1963
None,Mario Tozzi,Azzurro,1964
None,Mario Tozzi,Ragazzo Spaziale,1965
None,Mario Tozzi,La CittÃ  delle Vergini,1966
None,Mario Tozzi,Sguardo Basso,1966
None,Mario Tozzi,Il Pallone a Spicchi Bianchi e Verdi (Fanciulle al Mare),1967
None,Mario Tozzi,Testina,1967
None,Mario Tozzi,Meriggio,1967
None,Mario Tozzi,I Giochi (Giovani),1968
None,Mario Tozzi,Stupore Materno,1969
None,Mario Tozzi,Figura di Donna,1969
None,Mario Tozzi,Fanciulla con Coda,1969
None,Mario Tozzi,Busto di Fanciulla e Figure,1969
None,Mario Tozzi,La Grande Giocoliera,1970
None,Mario Tozzi,"La Ragazza, Il Dado",1970
None,Mario Tozzi,Giochi di Donne,1972
None,Mario Tozzi,Testa,1972
None,Mario Tozzi,Testina,1974
None,Mario Tozzi,Donne al Bagno,1974
None,Mario Tozzi,Figura ,1976
None,Mario Tozzi,Volto Misterioso,1976
None,Mario Tozzi,Idoli al Sole Estivo II,1977
None,Mario Tozzi,Le Pot et L'Oeuf,1978
None,Mario Tozzi,EternitÃ¨,1979
None,Mario Zanini,Paisagem da represa de Sto Amaro,1940
None,Mario Zanini,Barco com marinheiros,1950
None,Mario Zanini,Lerici,1950
None,Mario Zanini,Landscape,1960
None,Mario Zanini,Paisagem com ponte,1962
None,Mario Zanini,Parati,1964
None,Mario Zanini,Rua de Parati,1964
None,Mario Zanini,Composition With Figures,1965
None,Mario Zanini,As Lavadeiras,1966
None,Mario Zanini,Paisagem com riacho,1966
None,Marisol Escobar,Love,1962
None,Marisol Escobar,The Family,1962
None,Marisol Escobar,The Generals,1962
None,Marisol Escobar,Baby Girl,1963
None,Marisol Escobar,Shoe and Hand,1964
None,Marisol Escobar,Women and Dog,1964
None,Marisol Escobar,Paris Review,1967
None,Marisol Escobar,"Portrait of Sidney Janis Selling Portrait of Sidney Janis by Marisol, by Marisol",1968
None,Marisol Escobar,The Death of Head and Leg,1969
None,Marisol Escobar,Kalimpong 1,1970
None,Marisol Escobar,"Pnom Penh, Two",1970
None,Marisol Escobar,Five Hands and One Finger,1971
None,Marisol Escobar,Cultural Head,1973
None,Marisol Escobar,Forest,1973
None,Marisol Escobar,Self-Portrait Looking at The Last Supper,1984
None,Marjorie Strider,Bikini Triptych,1960
None,Marjorie Strider,My Sister,1960
None,Marjorie Strider,Lilli Marlene,1962
None,Marjorie Strider,Green Triptych,1963
None,Marjorie Strider,Girl with Rose,1963
None,Marjorie Strider,Girl with Radish,1963
None,Marjorie Strider,Triptych II (Beach Girl),1963
None,Marjorie Strider,Come Hither,1963
None,Marjorie Strider,Woman with Parted Lips,1964
None,Marjorie Strider,White on Green,1964
None,Marjorie Strider,Pitcher Plant,1968
None,Marjorie Strider,My Jeans,1971
None,Marjorie Strider,Nestle's Box,1973
None,Marjorie Strider,Ooze,1973
None,Marjorie Strider,Plaster Bag II,1973
None,Marjorie Strider,Plaster of Paris Bag,1973
None,Marjorie Strider,Rosemarie's Bag,1973
None,Marjorie Strider,Sliced Tomatoes,1979
None,Marjorie Strider,"We Mourn, We Weep, We Love Again",1995
None,Mark di Suvero,Tom,1959
None,Mark di Suvero,Hankchampion,1960
None,Mark di Suvero,Prison Dream,1961
None,Mark di Suvero,Ladderpiece,1962
None,Mark di Suvero,Are Years What? (for Marianne Moore),1967
None,Mark di Suvero,"The ""A"""""""" Train""""""",1967
None,Mark di Suvero,Snowplow,1968
None,Mark di Suvero,For Roebling,1971
None,Mark di Suvero,Untitled,1971
None,Mark di Suvero,Sister Lu,1979
None,Mark di Suvero,Ferro,1982
None,Mark di Suvero,Molecule,1983
None,Mark di Suvero,New Star,1992
None,Mark Dion,Polar Bears and Toucans [from Amazonas to Svalbard],1991
None,Mark Dion,Concrete Jungle (The Birds),1992
None,Mark Dion,Library for the Birds of Antwerp,1993
None,Mark Dion,Life Raft (Zurich),1995
None,Mark Dion,When Dinosaurs Ruled the Earth (Toys R U.S.),1995
None,Mark Lancaster,Sears,1965
None,Mark Lancaster,Second Spread,1966
None,Mark Lancaster,Eighths,1967
None,Mark Lancaster,Sixths,1967
None,Mark Lancaster,Cambridge Green,1968
None,Mark Lancaster,Untitled,1968
None,Mark Lancaster,Zapruder Green,1968
None,Mark Lancaster,Fourths,1969
None,Mark Lancaster,James Gibbs,1970
None,Mark Lancaster,Webb Study,1970
None,Mark Lancaster,Chock Full O' Nuts,1975
None,Mark Lancaster,Harlequinade (Harlequin with Columbine),1990
None,Mark Rothko,Entance to Subway,1938
None,Mark Rothko,Untitled (Standing Man and Woman),1938
None,Mark Rothko,Entance to Subway,1938
None,Mark Rothko,Untitled (Standing Man and Woman),1938
None,Mark Rothko,Portrait (Untitled),1939
None,Mark Rothko,Portrait (Untitled),1939
None,Mark Rothko,Untitled,1940
None,Mark Rothko,Untitled,1940
None,Mark Rothko,Aubade,1944
None,Mark Rothko,Untitled,1944
None,Mark Rothko,Gethsemane,1944
None,Mark Rothko,Slow Swirl at the Edge of the Sea,1944
None,Mark Rothko,Untitled,1944
None,Mark Rothko,Aubade,1944
None,Mark Rothko,Untitled,1944
None,Mark Rothko,Gethsemane,1944
None,Mark Rothko,Slow Swirl at the Edge of the Sea,1944
None,Mark Rothko,Untitled,1944
None,Mark Rothko,Archaic Idol,1945
None,Mark Rothko,Fantasy,1945
None,Mark Rothko,Untitled,1945
None,Mark Rothko,Archaic Idol,1945
None,Mark Rothko,"Untitled, ",1945
None,Mark Rothko,Fantasy,1945
None,Mark Rothko,Untitled,1945
None,Mark Rothko,Untitled,1947
None,Mark Rothko,Untitled (14B),1947
None,Mark Rothko,No. 9,1947
None,Mark Rothko,Untitled,1947
None,Mark Rothko,Untitled (14B),1947
None,Mark Rothko,No. 9,1947
None,Mark Rothko,Multiform,1948
None,Mark Rothko,No.1 (Untitled),1948
None,Mark Rothko,No.5/No.24,1948
None,Mark Rothko,No. 9,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Multiform,1948
None,Mark Rothko,No.1 (Untitled),1948
None,Mark Rothko,No.5/No.24,1948
None,Mark Rothko,No. 9,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,Untitled,1948
None,Mark Rothko,No. 19,1949
None,Mark Rothko,No. 21,1949
None,Mark Rothko,No.24,1949
None,Mark Rothko,"No.3/No.13 (Magenta, Black, Green on Orange)",1949
None,Mark Rothko,Untitled,1949
None,Mark Rothko,"Violet, Black, Orange, Yellow on White and Red",1949
None,Mark Rothko,Untitled,1949
None,Mark Rothko,Untitled,1949
None,Mark Rothko,No. 19,1949
None,Mark Rothko,No. 21,1949
None,Mark Rothko,No.24,1949
None,Mark Rothko,"No.3/No.13 (Magenta, Black, Green on Orange)",1949
None,Mark Rothko,Untitled,1949
None,Mark Rothko,"Violet, Black, Orange, Yellow on White and Red",1949
None,Mark Rothko,Untitled,1949
None,Mark Rothko,Untitled,1949
None,Mark Rothko,No.10,1950
None,Mark Rothko,"White Center (Yellow, Pink and Lavender on Rose)",1950
None,Mark Rothko,No.10,1950
None,Mark Rothko,"No.5/No.22, 194",1950
None,Mark Rothko,"White Center (Yellow, Pink and Lavender on Rose)",1950
None,Mark Rothko,No.18,1951
None,Mark Rothko,Number 24 (Untitled),1951
None,Mark Rothko,No.18,1951
None,Mark Rothko,"No. 2 (No. 7 and No. 2),",1951
None,Mark Rothko,Number 24 (Untitled),1951
None,Mark Rothko,No.8,1952
None,Mark Rothko,Untitled,1952
None,Mark Rothko,"Untitled [Blue, Green, and Brown]",1952
None,Mark Rothko,No.8,1952
None,Mark Rothko,Untitled,1952
None,Mark Rothko,"Untitled, 1950-",1952
None,Mark Rothko,"Untitled [Blue, Green, and Brown]",1952
None,Mark Rothko,Green and Maroon,1953
None,Mark Rothko,No.61 (Rust and Blue),1953
None,Mark Rothko,"Untitled (Purple, White, and Red)",1953
None,Mark Rothko,Untitled,1953
None,Mark Rothko,"Untitled (Yellow, Red and Blue)",1953
None,Mark Rothko,Blue Over Red,1953
None,Mark Rothko,No. 3,1953
None,Mark Rothko,Green and Maroon,1953
None,Mark Rothko,No.61 (Rust and Blue),1953
None,Mark Rothko,"Untitled (Purple, White, and Red)",1953
None,Mark Rothko,Untitled,1953
None,Mark Rothko,"Untitled (Yellow, Red and Blue)",1953
None,Mark Rothko,Blue Over Red,1953
None,Mark Rothko,No. 3,1953
None,Mark Rothko,No.9 (Dark over Light Earth),1954
None,Mark Rothko,"Red, Orange, Tan and Purple ",1954
None,Mark Rothko,Ochre and Red on Red,1954
None,Mark Rothko,"United (Blue, Yellow, Green on Red)",1954
None,Mark Rothko,No. 7 (Dark Over Light),1954
None,Mark Rothko,"No. 6 (Yellow, White, Blue Over Yellow on Gray)",1954
None,Mark Rothko,No. 1 (Royal Red and Blue),1954
None,Mark Rothko,No.9 (Dark over Light Earth),1954
None,Mark Rothko,"Red, Orange, Tan and Purple ",1954
None,Mark Rothko,Ochre and Red on Red,1954
None,Mark Rothko,"United (Blue, Yellow, Green on Red)",1954
None,Mark Rothko,No. 7 (Dark Over Light),1954
None,Mark Rothko,"No. 6 (Yellow, White, Blue Over Yellow on Gray)",1954
None,Mark Rothko,No. 1 (Royal Red and Blue),1954
None,Mark Rothko,Earth & Green,1955
None,Mark Rothko,Red and Orange,1955
None,Mark Rothko,"Untitled (Red, Blue, Orange)",1955
None,Mark Rothko,Untitled,1955
None,Mark Rothko,Earth & Green,1955
None,Mark Rothko,Red and Orange,1955
None,Mark Rothko,"Untitled (Red, Blue, Orange)",1955
None,Mark Rothko,Untitled,1955
None,Mark Rothko,Green and Tangerine on Red,1956
None,Mark Rothko,Orange and Yellow,1956
None,Mark Rothko,Orange and Yellow,1956
None,Mark Rothko,Untitled (Red),1956
None,Mark Rothko,Green and Tangerine on Red,1956
None,Mark Rothko,Orange and Yellow,1956
None,Mark Rothko,Orange and Yellow,1956
None,Mark Rothko,Untitled (Red),1956
None,Mark Rothko,No.20,1957
None,Mark Rothko,"No. 46 (Black, Ochre, Red Over Red)",1957
None,Mark Rothko,"No. 16 (Red, White, and Brown)",1957
None,Mark Rothko,Ochre and Red on Red,1957
None,Mark Rothko,Purple Brown,1957
None,Mark Rothko,Red and Brown,1957
None,Mark Rothko,"Red, White, and Brown",1957
None,Mark Rothko,White Over Red,1957
None,Mark Rothko,Black in Deep Red,1957
None,Mark Rothko,No. 16,1957
None,Mark Rothko,Untitled (No. 11),1957
None,Mark Rothko,No.20,1957
None,Mark Rothko,"No. 46 (Black, Ochre, Red Over Red)",1957
None,Mark Rothko,"No. 16 (Red, White, and Brown)",1957
None,Mark Rothko,Ochre and Red on Red,1957
None,Mark Rothko,Purple Brown,1957
None,Mark Rothko,Red and Brown,1957
None,Mark Rothko,"Red, White, and Brown",1957
None,Mark Rothko,White Over Red,1957
None,Mark Rothko,Black in Deep Red,1957
None,Mark Rothko,No. 16,1957
None,Mark Rothko,Untitled (No. 11),1957
None,Mark Rothko,Black on Maroon,1958
None,Mark Rothko,Black on Maroon,1958
None,Mark Rothko,Black on Maroon,1958
None,Mark Rothko,No. 37/No. 19 (Slate Blue and Brown on Plum),1958
None,Mark Rothko,Four Darks in Red,1958
None,Mark Rothko,Composition,1958
None,Mark Rothko,Black on Maroon,1958
None,Mark Rothko,Black on Maroon,1958
None,Mark Rothko,Black on Maroon,1958
None,Mark Rothko,No. 37/No. 19 (Slate Blue and Brown on Plum),1958
None,Mark Rothko,Four Darks in Red,1958
None,Mark Rothko,Composition,1958
None,Mark Rothko,Black on Maroon,1959
None,Mark Rothko,Black on Maroon,1959
None,Mark Rothko,Lavender and Mulberry,1959
None,Mark Rothko,No.301,1959
None,Mark Rothko,Red on Maroon ,1959
None,Mark Rothko,Untitled Mural for End Wall,1959
None,Mark Rothko,Untitled,1959
None,Mark Rothko,Black on Maroon,1959
None,Mark Rothko,Black on Maroon,1959
None,Mark Rothko,Lavender and Mulberry,1959
None,Mark Rothko,No.301,1959
None,Mark Rothko,Red on Maroon ,1959
None,Mark Rothko,Untitled Mural for End Wall,1959
None,Mark Rothko,Untitled,1959
None,Mark Rothko,Black on Dark Sienna on Purple,1960
None,Mark Rothko,No. 14,1960
None,Mark Rothko,Black on Dark Sienna on Purple,1960
None,Mark Rothko,No. 14,1960
None,Mark Rothko,"Blue, Orange, Red",1961
None,Mark Rothko,NOT DETECTED,1961
None,Mark Rothko,No. 16,1961
None,Mark Rothko,Untitled,1961
None,Mark Rothko,"No. 14 (Horizontals, White over Darks)",1961
None,Mark Rothko,Untitled (No. 17),1961
None,Mark Rothko,"Orange, Red, Orange",1961
None,Mark Rothko,"Blue, Orange, Red",1961
None,Mark Rothko,NOT DETECTED,1961
None,Mark Rothko,No. 16,1961
None,Mark Rothko,Untitled,1961
None,Mark Rothko,"No. 14 (Horizontals, White over Darks)",1961
None,Mark Rothko,Untitled (No. 17),1961
None,Mark Rothko,"Orange, Red, Orange",1961
None,Mark Rothko,"No. 3 (Bright Blue, Brown, Dark Blue on Wine)",1962
None,Mark Rothko,Ochre and Red on Red,1962
None,Mark Rothko,"Untitled (Red-Brown, Black, Green, Red)",1962
None,Mark Rothko,"No. 3 (Bright Blue, Brown, Dark Blue on Wine)",1962
None,Mark Rothko,Ochre and Red on Red,1962
None,Mark Rothko,"Untitled (Red-Brown, Black, Green, Red)",1962
None,Mark Rothko,Untitled,1963
None,Mark Rothko,Untitled,1963
None,Mark Rothko,No. 2,1964
None,Mark Rothko,No. 4,1964
None,Mark Rothko,No. 5,1964
None,Mark Rothko,No. 7,1964
None,Mark Rothko,No. 8,1964
None,Mark Rothko,No. 2,1964
None,Mark Rothko,No. 4,1964
None,Mark Rothko,No. 5,1964
None,Mark Rothko,No. 7,1964
None,Mark Rothko,No. 8,1964
None,Mark Rothko,Untitled (Blue Divided by Blue),1966
None,Mark Rothko,Untitled (Blue Divided by Blue),1966
None,Mark Rothko,No. 3,1967
None,Mark Rothko,Untitled,1967
None,Mark Rothko,"Rothko Chapel, 196",1967
None,Mark Rothko,No. 3,1967
None,Mark Rothko,Untitled,1967
None,Mark Rothko,"Untitled (Gray, Gray on Red)",1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,Untitled (Green on Blue),1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,Orange over Violet,1968
None,Mark Rothko,Red,1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,"Black, Red and Black",1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,"Untitled (Gray, Gray on Red)",1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,Untitled (Green on Blue),1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,Orange over Violet,1968
None,Mark Rothko,Red,1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,"Black, Red and Black",1968
None,Mark Rothko,Untitled,1968
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled (brown and gray),1969
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled (Gray and Mauve),1969
None,Mark Rothko,Untitled (Red and Orange on Salmon),1969
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled (brown and gray),1969
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled (Gray and Mauve),1969
None,Mark Rothko,Untitled (Red and Orange on Salmon),1969
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled,1969
None,Mark Rothko,Untitled (Black and Gray),1970
None,Mark Rothko,Untitled,1970
None,Mark Rothko,Untitled (Black and Gray),1970
None,Mark Rothko,Untitled,1970
None,Mark Tansey,Robbe-Grillet Cleansing Every Object in Sight,1981
None,Mark Tansey,The Innocent Eye Test,1981
None,Mark Tansey,A Short History of Modernist Painting,1982
None,Mark Tansey,Judgement of Paris,1982
None,Mark Tansey,Purity Test,1982
None,Mark Tansey,Action Painting II,1984
None,Mark Tansey,Achilles and the Tortoise,1986
None,Mark Tansey,Pleasure of the Text,1986
None,Mark Tansey,Triumph Over Mastery,1986
None,Mark Tansey,White on White,1986
None,Mark Tansey,Mount Sainte-Victoire,1987
None,Mark Tansey,Triumph Over Mastery II,1987
None,Mark Tobey,Pike Street Market Sketch,1941
None,Mark Tobey,Pike Street Market,1942
None,Mark Tobey,Fish Market (Seattle Market Scene Sketch),1943
None,Mark Tobey,Crystallizations,1944
None,Mark Tobey,Electric night,1944
None,Mark Tobey,The New Day,1945
None,Mark Tobey,Geography of Phantasy,1948
None,Mark Tobey,Homage to the Virgin,1948
None,Mark Tobey,Animal Sketches,1949
None,Mark Tobey,Self Portrait,1949
None,Mark Tobey,Ancient Empires,1950
None,Mark Tobey,Edge of August,1953
None,Mark Tobey,New crescent,1953
None,Mark Tobey,Self Portrait,1953
None,Mark Tobey,Canticle,1954
None,Mark Tobey,Carnival,1954
None,Mark Tobey,Meditative Series VIII,1954
None,Mark Tobey,The imaginary Village,1954
None,Mark Tobey,Forest Fire,1956
None,Mark Tobey,Autumn Field,1957
None,Mark Tobey,Chinese Grocery,1957
None,Mark Tobey,Fire Dancers,1957
None,Mark Tobey,Untitled,1957
None,Mark Tobey,Untitled Sumi,1957
None,Mark Tobey,Calligraphic Still Life No. 3,1958
None,Mark Tobey,Illuminated Plane,1958
None,Mark Tobey,Sentinels of the Field,1958
None,Mark Tobey,Calligraphy,1959
None,Mark Tobey,Mon,1959
None,Mark Tobey,Travel Tobey,1959
None,Mark Tobey,Untitled,1959
None,Mark Tobey,Lovers of Light,1960
None,Mark Tobey,La Resille,1961
None,Mark Tobey,Louvre,1961
None,Mark Tobey,Untitled,1961
None,Mark Tobey,Advance of History,1964
None,Mark Tobey,Childs Fantasy,1964
None,Mark Tobey,Reclining Figure of a Horse,1964
None,Mark Tobey,Two Men Walking,1964
None,Mark Tobey,Untitled (Standing Figure),1965
None,Mark Tobey,Between Space and Time,1965
