Origin,Artist_Name,Artwork_Name,Year
None,Marcel Duchamp,Fresh Widow,1920
None,Marcel Duchamp,Rotary Glass Plates (Precision Optics),1920
None,Marcel Duchamp,The Brawl at Austerlitz,1921
None,Marcel Duchamp,Disks Bearing Spirals ,1923
None,Marcel Duchamp,"The Bride Stripped Bare by her Bachelors, 191",1923
None,Marcel Duchamp,Monte Carlo bond,1924
None,Marcel Duchamp,Rotary demisphere,1924
None,Marcel Duchamp,Rotary demisphere,1925
None,Marcel Duchamp,Genre Allegory (George Washington),1943
None,Marcel Duchamp,"Cover design for ""View"""""""" magazine""""""",1945
None,Marcel Duchamp,"Cover for ""Young Cherry Trees Secured Against Hares""""""""""""""",1946
None,Marcel Duchamp,Self Portrait in Profile,1958
None,Marcel Duchamp,With My Tongue in My Cheek,1959
None,Marcel Duchamp,"Given: 1. The Waterfall, 2. The Illuminating Gas, 194",1966
None,Marcel Duchamp,The Bec Auer,1967
None,Marcel Duchamp,After love,1968
None,Marcel Duchamp,Bare Stripped Bride,1968
None,Marcel Duchamp,King and Queen,1968
None,Marcel Duchamp,Selected Details after Courbet,1968
None,Marcel Duchamp,Selected Details after Cranach,1968
None,Marcel Duchamp,Selected Details after Ingres I,1968
None,Marcel Duchamp,Selected Details after Ingres II,1968
None,Marcel Duchamp,Selected Details after Rodin,1968
None,Marcel Janco,Bel a Zurich ,1917
None,Marcel Janco,Euphoria Dada ,1917
None,Marcel Janco,Bel a Zurich ,1917
None,Marcel Janco,Euphoria Dada ,1917
None,Marcel Janco,Bel a Zurich ,1917
None,Marcel Janco,Euphoria Dada ,1917
None,Marcel Janco,"Mask for Firdusi, 191",1918
None,Marcel Janco,"Mask for Firdusi, 191",1918
None,Marcel Janco,"Mask for Firdusi, 191",1918
None,Marcel Janco,"Untitled (Mask, Portrait of Tzara)",1919
None,Marcel Janco,Mask,1919
None,Marcel Janco,"Untitled (Mask, Portrait of Tzara)",1919
None,Marcel Janco,Mask,1919
None,Marcel Janco,"Untitled (Mask, Portrait of Tzara)",1919
None,Marcel Janco,Mask,1919
None,Marcel Janco,Urmuz,1923
None,Marcel Janco,Urmuz,1923
None,Marcel Janco,Urmuz,1923
None,Marcel Janco,Villa in the City,1925
None,Marcel Janco,Villa in the City,1925
None,Marcel Janco,Villa in the City,1925
None,Marcel Janco,Marina,1930
None,Marcel Janco,Girl Portrait,1930
None,Marcel Janco,Marina,1930
None,Marcel Janco,Girl Portrait,1930
None,Marcel Janco,Marina,1930
None,Marcel Janco,Girl Portrait,1930
None,Marcel Janco,[Jews] Forced to Wash Windows ,1941
None,Marcel Janco,[Jews] Forced to Wash Windows ,1941
None,Marcel Janco,[Jews] Forced to Wash Windows ,1941
None,Marcel Janco,Two Nazi Soldiers Abusing a Jew and Tearing Out his Beard ,1942
None,Marcel Janco,Four Figures About to be Executed ,1942
None,Marcel Janco,Abuse - Two Nazi Soldiers Mistreating Jew,1942
None,Marcel Janco,Two Nazi Soldiers Abusing a Jew and Tearing Out his Beard ,1942
None,Marcel Janco,Four Figures About to be Executed ,1942
None,Marcel Janco,Abuse - Two Nazi Soldiers Mistreating Jew,1942
None,Marcel Janco,Two Nazi Soldiers Abusing a Jew and Tearing Out his Beard ,1942
None,Marcel Janco,Four Figures About to be Executed ,1942
None,Marcel Janco,Abuse - Two Nazi Soldiers Mistreating Jew,1942
None,Marcelle Cahn,Nu sur fond bleu,1924
None,Marcelle Cahn,Nu sur fond bleu,1924
None,Marcelle Cahn,Composition abstraite,1926
None,Marcelle Cahn,Composition abstraite,1926
None,Marcelle Cahn,Nu Allonge,1927
None,Marcelle Cahn,Nu Allonge,1927
None,Marcelle Cahn,Avion - Forme aviatique,1930
None,Marcelle Cahn,Avion - Forme aviatique,1930
None,Marcelle Cahn,Personnages aux chevaux,1935
None,Marcelle Cahn,Personnages aux chevaux,1935
None,Marcelle Cahn,Composition,1937
None,Marcelle Cahn,Composition,1937
None,Marcelle Cahn,Heads and Hands,1938
None,Marcelle Cahn,Heads and Hands,1938
None,Marcelle Cahn,En Courbes Violontes,1947
None,Marcelle Cahn,En Courbes Violontes,1947
None,Marcelle Cahn,Untitled,1950
None,Marcelle Cahn,Untitled,1950
None,Marcelle Cahn,Untitled,1956
None,Marcelle Cahn,Untitled,1956
None,Marcelle Cahn,Peinture-relief,1961
None,Marcelle Cahn,Relief,1961
None,Marcelle Cahn,Peinture-relief,1961
None,Marcelle Cahn,Relief,1961
None,Marcelle Cahn,Untitled,1962
None,Marcelle Cahn,Untitled,1962
None,Marcelle Cahn,Composition,1963
None,Marcelle Cahn,Composition,1963
None,Marcelle Cahn,Composition,1965
None,Marcelle Cahn,Composition,1965
None,Marcelle Cahn,L'homme,1966
None,Marcelle Cahn,Trois disques,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,L'homme,1966
None,Marcelle Cahn,Trois disques,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,Untitled,1966
None,Marcelle Cahn,Untitled,1968
None,Marcelle Cahn,Untitled,1968
None,Marcelle Cahn,Untitled,1970
None,Marcelle Cahn,Untitled,1970
None,Marcelle Cahn,Untitled,1970
None,Marcelle Cahn,Untitled,1970
None,Marcelle Cahn,Untitled,1972
None,Marcelle Cahn,Untitled,1972
None,Marcelle Cahn,Untitled,1972
None,Marcelle Cahn,Untitled,1972
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Untitled,1973
None,Marcelle Cahn,Sketch for a collage,1974
None,Marcelle Cahn,Sketch for a collage,1974
None,Marcelle Cahn,Composition,1975
None,Marcelle Cahn,Mit gelben Punkten,1975
None,Marcelle Cahn,Composition,1975
None,Marcelle Cahn,Mit gelben Punkten,1975
None,Marcelle Cahn,On peut aller si loin...d'ici,1976
None,Marcelle Cahn,Untitled,1976
None,Marcelle Cahn,Untitled,1976
None,Marcelle Cahn,On peut aller si loin...d'ici,1976
None,Marcelle Cahn,Untitled,1976
None,Marcelle Cahn,Untitled,1976
None,Marcelle Cahn,Untitled,1978
None,Marcelle Cahn,Untitled,1978
None,Marcelle Loubchansky,Polynesie en bleu,1953
None,Marcelle Loubchansky,Composition abstraite,1955
None,Marcelle Loubchansky,Bethsabee,1956
None,Marcelle Loubchansky,Moby Dick,1956
None,Marcelle Loubchansky,Saint Eulalie,1956
None,Marcelle Loubchansky,Vert soleil rose,1956
None,Marcelle Loubchansky,Composition,1957
None,Marcelle Loubchansky,Blanc,1960
None,Marcelle Loubchansky,Sans titre,1960
None,Marcelle Loubchansky,Composition,1961
None,Marcelle Loubchansky,Composition,1961
None,Marcelle Loubchansky,Fleurs d'eau,1961
None,Marcelle Loubchansky,Sans titre,1961
None,Marcelle Loubchansky,Les jardins de roses et de rose,1963
None,Marcelle Loubchansky,Composition abstraite,1982
None,Marcia Hafif,"January 01, 1972",1972
None,Marcia Hafif,Venetian Red,1972
None,Marcia Hafif,Oil Study: Cadmium Red Medium,1973
None,Marcia Hafif,Viridian,1974
None,Marcia Hafif,Indian Yellow,1975
None,Marcia Hafif,"Neutral Mix: Cadmium Yellow Deep, Mars Violet",1976
None,Marcia Hafif,"Broken Color: Cadmium Red, Cadmium Yellow, Ultramarine Blue",1978
None,Marcia Hafif,"Black Painting VIII: Ultramarine Blue, Burnt Umber",1980
None,Marcia Hafif,Roman Painting XVIII,1986
None,Marcia Hafif,Enamel on Wood: Blue Green,1989
None,Marcia Hafif,French Painting: Baraban,1991
None,Marcia Hafif,Vermilion,1994
None,Marcia Hafif,Glaze Painting: Cobalt Violet,1995
None,Marcia Hafif,Red Painting: Paliogen Maroon,1998
None,Marcus Stone,A Stolen Kiss ,1900
None,Marcus Stone,The Soldier's Return ,1900
None,Marcus Stone,In Love ,1913
None,Marcus Stone,Reverie ,1917
None,Marcus Stone,Waiting ,1921
None,Margareta Sterian,"Park Descending Towards Harlem, New York",1932
None,Margareta Sterian,"Park Descending Towards Harlem, New York",1932
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Margareta Sterian,"Illustration for V. Voiculescu's ""Last Shakespearean Sonnets""""""""""""""",1982
None,Maria Helena Vieira da Silva,Ripolin. The tree prisoner,1932
None,Maria Helena Vieira da Silva,Cedar,1932
None,Maria Helena Vieira da Silva,Still Life Blue ,1932
None,Maria Helena Vieira da Silva,Self Portrait ,1942
None,Maria Helena Vieira da Silva,Maisons,1946
None,Maria Helena Vieira da Silva,Enigma,1947
None,Maria Helena Vieira da Silva,Untitled,1949
None,Maria Helena Vieira da Silva,Untitled,1952
None,Maria Helena Vieira da Silva,Composition,1955
None,Maria Helena Vieira da Silva,Untitled,1955
None,Maria Helena Vieira da Silva,La rue,1956
None,Maria Helena Vieira da Silva,Blanche,1958
None,Maria Helena Vieira da Silva,Untitled,1958
None,Maria Helena Vieira da Silva,Untitled,1970
None,Maria Helena Vieira da Silva,Le theatre PIrandello,1976
None,Maria Helena Vieira da Silva,Untitled,1978
None,Maria Helena Vieira da Silva,Passage of the Mirrors,1981
None,Maria Helena Vieira da Silva,Untitled,1995
None,Maria Primachenko,Green Elephant,1936
None,Maria Primachenko,Black Monkey,1936
None,Maria Primachenko,Black Beast,1936
None,Maria Primachenko,Fairy bird â€“ Peacock,1936
None,Maria Primachenko,"Spectacle ""Cossack beyond the Danube""""""""""""""",1936
None,Maria Primachenko,"Spectacle ""Cossack beyond the Danube""""""""""""""",1936
None,Maria Primachenko,Elephant,1937
None,Maria Primachenko,Peacock and crocodile,1937
None,Maria Primachenko,Lion,1947
None,Maria Primachenko,Halia and cossack,1947
None,Maria Primachenko,Blue Ox,1947
None,Maria Primachenko,Shepherds,1959
None,Maria Primachenko,Serpent,1959
None,Maria Primachenko,Father Frost Carries the New-Year Tree,1960
None,Maria Primachenko,Forest Bird with it's Child,1961
None,Maria Primachenko,Seagull in it's nest,1961
None,Maria Primachenko,A horse in sadness,1962
None,Maria Primachenko,Lion has broken an Oak,1963
None,Maria Primachenko,Rat on a journey,1963
None,Maria Primachenko,Seagulls in the Boat,1965
None,Maria Primachenko,Ukrainian Wedding,1966
None,Maria Primachenko,Father Frost Carries the New-Year Tree,1967
None,Maria Primachenko,October Flowers,1968
None,Maria Primachenko,Taras Hryhorovych Shevchenko Arrives From His Exile to Flowering Ukraine,1968
None,Maria Primachenko,"Do I Love Orchards, Do I Love Forests",1968
None,Maria Primachenko,Let Us Go to the Betrothal Party,1968
None,Maria Primachenko,Pigeons,1968
None,Maria Primachenko,At the Well,1969
None,Maria Primachenko,Old woman sitting on the oven and spinning,1969
None,Maria Primachenko,"Years of My Youth, Come Visit Me",1969
None,Maria Primachenko,Two Pigeons Drank Water by a Windmill and Ford,1970
None,Maria Primachenko,Ukrainian Milkmaids Work Hard Like Miners,1970
None,Maria Primachenko,A Bunch of Red Flowers on Read Army Day,1970
None,Maria Primachenko,Pea beast,1971
None,Maria Primachenko,This Bear Wants to Have Some Flour Milled,1972
None,Maria Primachenko,My dear has fallen in love with brigadier,1972
None,Maria Primachenko,The Little Elephant Who Wanted to Be a Sailor,1973
None,Maria Primachenko,Levanna Doing Exercise,1973
None,Maria Primachenko,The Lark,1976
None,Maria Primachenko,This Ukrainian Ram Did Not Gather His Crop,1976
None,Maria Primachenko,Four Drunkards Riding a Bird,1976
None,Maria Primachenko,"Dear Soviet People, Congratulationson the Anniversary of Great October",1976
None,Maria Primachenko,Tablecloth,1976
None,Maria Primachenko,An Outer Space Memory,1977
None,Maria Primachenko,Wild Cat,1977
None,Maria Primachenko,Savage Hump-Shaker,1977
None,Maria Primachenko,A Hare's Birthday Party,1977
None,Maria Primachenko,Long-Necked and Itching,1977
None,Maria Primachenko,Wild and Big-Eared,1977
None,Maria Primachenko,Two-Headed Chicken,1977
None,Maria Primachenko,Menagerie,1977
None,Maria Primachenko,This Bird Looks in all Four Directions,1977
None,Maria Primachenko,Ukrainian Dough Looks Into Every House,1977
None,Maria Primachenko,"Lovely Spring, What Did You Bring?",1977
None,Maria Primachenko,May That Nuclear War Be Cursed!,1978
None,Maria Primachenko,Young Magpie Catches a Grub,1978
None,Maria Primachenko,This Beast Has Come Running from the Hill,1978
None,Maria Primachenko,Stars,1978
None,Maria Primachenko,This Man Does Not Know How to Please a Woman,1978
None,Maria Primachenko,"Dear Friends, I Give You the Sun and My Sunny Art",1978
None,Maria Primachenko,"A Cow Like That Gives 5,000 Liters a Day",1978
None,Maria Primachenko,Lilac,1978
None,Maria Primachenko,An Outer Space House Where Cosmoc Soldiers Spent Six Months,1978
None,Maria Primachenko,"Our Army, Our Protectors",1978
None,Maria Primachenko,Corncob Horse in Outer Space,1978
None,Maria Primachenko,Young Lion,1979
None,Maria Primachenko,Beaver,1979
None,Maria Primachenko,Dumplings on the Shelf,1979
None,Maria Primachenko,Crane Makes Friends with a Fox,1979
None,Maria Primachenko,Ukraine Blooming,1979
None,Maria Primachenko,I Give These Flowers Where Ivans Live,1980
None,Maria Primachenko,Two Parrots Took a Walk Together in Spring,1980
None,Maria Primachenko,"Sun-Bird, Rye and Wheat",1980
None,Maria Primachenko,Red Poppies,1982
None,Maria Primachenko,Monkey Riding a Four-Headed Beast,1982
None,Maria Primachenko,"While This Beast Drinks Poison, a Snake Sucks His Blood",1982
None,Maria Primachenko,"I Give You, Kyiv, These Polissia Flowers and This Bright Sun",1982
None,Maria Primachenko,Tiger Laughs,1982
None,Maria Primachenko,Pigeon and Dove,1982
None,Maria Primachenko,"Dear Taras Hryhorovych, Whatever You See Here Is Yours",1982
None,Maria Primachenko,May I Give This Ukrainian Bread to All People in This Big Wide World,1982
None,Maria Primachenko,Two Kites,1982
None,Maria Primachenko,Maiden and Cossack Enjoying a Ride on Horseback,1982
None,Maria Primachenko,Two Blue Tomties - Two Sisters Walk on the Grass,1982
None,Maria Primachenko,Red Snowball Tree Blooms Over a Well,1982
None,Maria Primachenko,Flax Blooms and a Cossack Goes to a Girl,1982
None,Maria Primachenko,I Give This Bouquet of Stars Where Children Are,1982
None,Maria Primachenko,Three Parrots on a Soldier's Grave,1982
None,Maria Primachenko,A Dove Has Spread Her Wings and Asks for Peace,1982
None,Maria Primachenko,Maiden Plays the Lute and Waits for her Beloved,1982
None,Maria Primachenko,Vania Has Brided a Serpent by the Beard and Rides Through Town,1983
None,Maria Primachenko,A Fish King Has Caught a Hoopoe and Is Full of Joy,1983
None,Maria Primachenko,Lamd Has Harnesed a Wolf,1983
None,Maria Primachenko,Blue Birds in Flowers,1983
None,Maria Primachenko,Poppy,1983
None,Maria Primachenko,My Bouquet to Grain Growers,1983
None,Maria Primachenko,"Dear Cosmonauts, I Give You These Red Poppies",1983
None,Maria Primachenko,Ivan Gave the Landlord a Ride in his Gig and Fell Inside,1983
None,Maria Primachenko,This Beast Went A-Cacthing Sparrows,1983
None,Maria Primachenko,Another Beast Has Run Into Flowers,1983
None,Maria Primachenko,A Coward Went A-Hunting,1983
None,Maria Primachenko,Ola Man and Old Woman Carry a Turnip,1983
None,Maria Primachenko,Blue-Eyed Flowers,1983
None,Maria Primachenko,Don't Feast Your Eyes on Other People's Bread,1983
None,Maria Primachenko,My Flowers To Those Who Love Peace,1983
None,Maria Primachenko,Godfather Brings a Calf to Godmother,1983
None,Maria Primachenko,"Ukrainian Bull, Three Years Old, Went Walking Through the Woods and Garners Strength",1983
None,Maria Primachenko,This Beast is Making Magic,1983
None,Maria Primachenko,Wild Bull and Raven Are Friends,1983
None,Maria Primachenko,I Give My Little Stars to Children,1983
None,Maria Primachenko,By Beloved Plows the Field,1983
None,Maria Primachenko,Ukrainian Dancers,1983
None,Maria Primachenko,Ukrainian Wedding,1983
None,Maria Primachenko,Magpie in Roses,1983
None,Maria Primachenko,"Flax Blooms, a Bride Goes to Her Groom",1983
None,Maria Primachenko,Vania Gives a Flower to Halia,1983
None,Maria Primachenko,Autumn is riding on a horseback,1984
None,Maria Primachenko,The threat of War,1986
None,Maria Primachenko,Wild Otter Caught Bird,1987
None,Marin Gherasim,The Apse,1983
None,Marin Gherasim,The Apse,1983
None,Marin Gherasim,The Book,1987
None,Marin Gherasim,The Book,1987
None,Marino Marini,The Boxer,1934
None,Marino Marini,The Pilgrim,1939
None,Marino Marini,L'angelo della Citta,1948
None,Marino Marini,Cavallo con due acrobati,1953
None,Marino Marini,Cavaliere,1955
None,Marino Marini,Cavaliere (Composizione),1956
None,Marino Marini,Miracolo,1960
None,Marino Marini,Portrait of Marc Chagall,1962
None,Marino Marini,Portrait of Mies van der Rohe,1967
None,Marino Marini,From Color to Form I,1969
None,Marino Marini,From Color to Form VII,1969
None,Marino Marini,Giocolieri,1971
None,Marino Marini,La Traviata,1977
None,Marino Marini,Marino from Shakespeare I/I,1977
None,Marino Marini,Marino from Shakespeare I/IV,1977
None,Marino Marini,Marino from Shakespeare II/I,1978
None,Marino Marini,Marino from Shakespeare II/IV,1978
None,Marino Marini,Marino from Shakespeare II/VI,1978
None,Mario Ballocco,Reticolo nero diversi blu rosso verso destra,1948
None,Mario Ballocco,Grata nera blu cobalto oltremare Parigi,1949
None,Mario Ballocco,Monadi,1949
None,Mario Ballocco,Asimmetria reticolare,1950
None,Mario Ballocco,Coperta (Incontro di due homines),1950
None,Mario Ballocco,Double face,1950
None,Mario Ballocco,Fisionomia del viso dell'homo,1950
None,Mario Ballocco,Grata nera fondo multicolore (Origine),1950
None,Mario Ballocco,Grata scultura,1950
None,Mario Ballocco,Homines giganti,1950
None,Mario Ballocco,Homines impauriti dal sole nero,1950
None,Mario Ballocco,Homo,1950
None,Mario Ballocco,Homo verde,1950
None,Mario Ballocco,IncomunicabilitÃ ,1950
None,Mario Ballocco,L'ammonizione - Sputa sentenze?,1950
None,Mario Ballocco,"L'amore, il bacio, l'estasi",1950
None,Mario Ballocco,L'homo perplesso,1950
None,Mario Ballocco,Untitled,1950
None,Mario Ballocco,Grata nera,1952
None,Mario Ballocco,Alternanza di contrasto,1962
None,Mario Ballocco,Sequenze quadrangolari - concetto di distorsione,1964
None,Mario Ballocco,Problemi di stratificazione,1965
None,Mario Ballocco,Tensioni formali da instabilitÃ  luminosa,1967
None,Mario Ballocco,Effetti indotti di contrasto e di assimilazione di tonalitÃ  complementare (al rosso scuro),1968
None,Mario Ballocco,"Induzione cromatica (bianco, rosato, azzurrato) e formale (stratificazione alternante dischi e quadri in primo piano)",1968
None,Mario Ballocco,Compenetrazione quadrangolare di due ordini di chiarezze di tonalitÃ  nm 498 ca. (blu) e 587 ca. (ocra),1972
None,Mario Ballocco,Contrasti simultanei,1973
None,Mario Ballocco,Problemi di unificazione per uguaglianza cromatica,1973
None,Mario Ballocco,Induzione figurale (del rettangolo in diagonale) sfalsata,1977
None,Mario Comensoli,Il Lavoro,1951
None,Mario Comensoli,Radfahrer II,1951
None,Mario Comensoli,Sonntag,1954
None,Mario Comensoli,Il bambino,1955
None,Mario Comensoli,Die TÃ¤nzerin,1956
None,Mario Comensoli,"Mann, der sich die FussnÃ¤gel schneidet",1958
None,Mario Comensoli,Der MittelstÃ¼rmer,1959
None,Mario Comensoli,Sprung,1959
None,Mario Comensoli,Al caffÃ¨,1964
None,Mario Comensoli,Paar,1965
None,Mario Comensoli,Rebellen,1968
None,Mario Comensoli,Lo schiaffo,1969
None,Mario Comensoli,Reise,1969
None,Mario Comensoli,FÃ¶hn,1974
None,Mario Comensoli,DerriÃ¨re les coulisses,1977
None,Mario Comensoli,Entr'acte,1977
None,Mario Comensoli,Disco Fever III,1979
None,Mario Comensoli,Disco III,1979
None,Mario Comensoli,Travolta a Zurigo,1979
None,Mario Comensoli,Bananarepublic,1982
None,Mario Comensoli,Kunsthaus,1983
None,Mario Comensoli,Quo vadis?,1985
None,Mario Comensoli,Gitter I,1987
None,Mario Comensoli,Morte douce,1988
None,Mario Comensoli,Maspalomas,1989
None,Mario Comensoli,DÃ©jeuner dans la forÃªt,1990
None,Mario Comensoli,La bague,1993
None,Mario Nigro,Pannello a scacchi,1950
None,Mario Nigro,Pittura: Fuga,1952
None,Mario Nigro,Ritmi contrastanti,1952
None,Mario Nigro,Scacchi,1952
None,Mario Nigro,Spazio totale,1953
None,Mario Nigro,Untitled (Spazio totale),1953
None,Mario Nigro,Spazio totale: interruzione,1954
None,Mario Nigro,Spazio totale,1954
None,Mario Nigro,Spazio totale,1964
None,Mario Nigro,L'incontro 1,1972
None,Mario Prassinos,Le mort de Don Juan,1935
None,Mario Prassinos,Le mort de Don Juan,1935
None,Mario Prassinos,Untitled,1946
None,Mario Prassinos,Untitled,1946
None,Mario Prassinos,Cafetiere,1947
None,Mario Prassinos,Composition,1947
None,Mario Prassinos,Untitled,1947
None,Mario Prassinos,Untitled,1947
None,Mario Prassinos,Cafetiere,1947
None,Mario Prassinos,Composition,1947
None,Mario Prassinos,Untitled,1947
None,Mario Prassinos,Untitled,1947
None,Mario Prassinos,Cafetière,1949
None,Mario Prassinos,Cuisinière,1949
None,Mario Prassinos,Alpilles orange,1953
None,Mario Prassinos,Alpilles orange,1953
None,Mario Prassinos,"Paysage, MP 216",1955
None,Mario Prassinos,"Paysage, MP 216",1955
None,Mario Prassinos,Untitled,1956
None,Mario Prassinos,Untitled,1956
None,Mario Prassinos,Eygalières,1959
None,Mario Prassinos,Automne,1962
None,Mario Prassinos,L'arbre,1962
None,Mario Prassinos,Automne,1962
None,Mario Prassinos,L'arbre,1962
None,Mario Prassinos,Bouquet,1964
None,Mario Prassinos,La nuit de l'eau,1964
None,Mario Prassinos,La vague,1964
None,Mario Prassinos,Bouquet,1964
None,Mario Prassinos,La nuit de l'eau,1964
None,Mario Prassinos,La vague,1964
None,Mario Prassinos,Prétextat,1966
None,Mario Prassinos,Untitled,1968
None,Mario Prassinos,Vagues,1968
None,Mario Prassinos,Untitled,1968
None,Mario Prassinos,Vagues,1968
None,Mario Prassinos,Jardin couchant,1969
None,Mario Prassinos,Jardin la nuit,1969
None,Mario Prassinos,Jardin couchant,1969
None,Mario Prassinos,Jardin la nuit,1969
None,Mario Prassinos,Paysage turc,1971
None,Mario Prassinos,Untitled,1971
None,Mario Prassinos,Paysage turc,1971
None,Mario Prassinos,Pèretextat No2,1971
None,Mario Prassinos,Untitled,1971
None,Mario Prassinos,Nuit marine,1972
None,Mario Prassinos,Soleil agathe,1972
None,Mario Prassinos,Nuit marine,1972
None,Mario Prassinos,Soleil agathe,1972
None,Mario Prassinos,Elga,1973
None,Mario Prassinos,Propro,1973
None,Mario Prassinos,Elga,1973
None,Mario Prassinos,Propro,1973
None,Mario Prassinos,Minautaure,1974
None,Mario Prassinos,Minautaure,1974
None,Mario Prassinos,Calan,1975
None,Mario Prassinos,Suaire,1975
None,Mario Prassinos,Calan,1975
None,Mario Prassinos,Suaire,1975
None,Mario Prassinos,"Alpilles, MP309",1976
None,Mario Prassinos,"Alpilles, MP309",1976
None,Mario Prassinos,Alpille rouge,1978
None,Mario Prassinos,Alpille rouge,1978
None,Mario Prassinos,Arbres,1984
None,Mario Prassinos,Untitled,1984
None,Mario Prassinos,Arbres,1984
None,Mario Prassinos,Untitled,1984
None,Mario Schifano,Ciro,1961
None,Mario Schifano,Monocromo blu,1961
None,Mario Schifano,Segnaletico N.2,1961
None,Mario Schifano,Untitled,1961
None,Mario Schifano,Coca-Cola,1962
None,Mario Schifano,Elemento per il Paesaggio,1962
None,Mario Schifano,Propaganda,1962
None,Mario Schifano,Solare,1962
None,Mario Schifano,Grande Angolo,1963
None,Mario Schifano,Non Ã¨ romantico!,1963
None,Mario Schifano,Untitled,1963
None,Mario Schifano,When I Remember Giacomo Balla...,1964
None,Mario Schifano,Il Sogno Dada di Arturo Schwarz,1965
None,Mario Schifano,Tutte stelle + particolare dell'oasi,1967
None,Mario Schifano,Fantasy of the Natural Patient,1970
None,Mario Schifano,Coca cola (Tutto),1972
None,Mario Schifano,"Compagni, compagni",1972
None,Mario Schifano,Paesaggio anemico,1973
None,Mario Schifano,The Exact Time,1973
None,Mario Schifano,Untitled (Glasses),1973
None,Mario Schifano,Untitled,1973
None,Mario Schifano,Untitled,1973
None,Mario Schifano,Futurismo Rivisitato,1974
None,Mario Schifano,Interno + Esterno,1976
None,Mario Schifano,Untitled,1978
None,Mario Schifano,O sole mio!,1979
None,Mario Schifano,Untitled,1979
None,Mario Schifano,Untitled,1979
None,Mario Schifano,Detail of oasis,1980
None,Mario Schifano,Per Costruzione di Oasi,1980
None,Mario Schifano,Pesci,1982
None,Mario Schifano,Pomeriggio anemico,1982
None,Mario Schifano,Acerbo,1983
None,Mario Schifano,Acerbo,1984
None,Mario Schifano,Albero Per Terra,1984
None,Mario Schifano,Campo di grano,1984
None,Mario Schifano,Cielo Par Terra,1984
None,Mario Schifano,Giglio d'aqua,1984
None,Mario Schifano,Paesaggio in Australia,1984
None,Mario Schifano,Sognato acquarello e dipinto a smalto,1984
None,Mario Schifano,Untitled,1990
None,Mario Schifano,Nottetempo,1991
None,Mario Sironi,Man and tram,1905
None,Mario Sironi,Portrait of Brother Ettore ,1910
None,Mario Sironi,Self-Portrait ,1910
None,Mario Sironi,The Cyclist,1916
None,Mario Sironi,The Cyclist,1916
None,Mario Sironi,The end of a pirate of the twentieth century ,1918
None,Mario Sironi,The Lamp,1919
None,Mario Sironi,The White Horse,1919
None,Mario Sironi,"The Motorcyclist, ",1920
None,Mario Sironi,White horse and dock ,1920
None,Mario Sironi,Urban Landscape with Chimneys,1921
None,Mario Sironi,Urban landscape,1922
None,Mario Sironi,Urban Landscape,1922
None,Mario Sironi,Nude with mirror,1923
None,Mario Sironi,"The model of the sculptor, 192",1924
None,Mario Sironi,The mother sews,1925
None,Mario Sironi,Solitude,1926
None,Mario Sironi,The Beauty Of Sestiere. Woman With Flower,1926
None,Mario Sironi,Fishmonger,1927
None,Mario Sironi,The family,1929
None,Mario Sironi,Nude with tree,1930
None,Mario Sironi,The Pastor,1932
None,Mario Sironi,Italy Between the Arts and Sciences,1935
None,Mario Sironi,"Leader on Horseback, 193",1935
None,Mario Sironi,Corporative Italy,1936
None,Mario Sironi,Head,1941
None,Mario Sironi,Untitled,1945
None,Mario Sironi,Composition,1950
None,Mario Sironi,Composition of six sections,1952
None,Mario Sironi,Composition,1955
None,Mario Sironi,The blue jacket,1955
None,Mario Sironi,Standing dead,1958
None,Mario Tozzi,Nevicata a Bologna,1913
None,Mario Tozzi,Autoritratto,1915
None,Mario Tozzi,La Madre,1916
None,Mario Tozzi,Notturno a Suna,1918
None,Mario Tozzi,Il Giardino di Lignorelles (nel giardino fiorito),1920
None,Mario Tozzi,Contadini in Borgogna,1921
None,Mario Tozzi,Dopo il Bagno,1922
None,Mario Tozzi,Natura Morta,1922
