Country,Artist_Name,Artwork_Name,Year
Australian,John Brack,The fish shop,1955
Australian,John Brack,The lamp post,1955
Australian,John Brack,Two Typists,1955
Australian,John Brack,The conference,1956
Australian,John Brack,The chase,1959
Australian,John Brack,Latin American Grand Final,1969
Australian,John Brack,Inside and outside (The shop window),1972
Australian,John Brack,Souvenirs,1976
Australian,John Brack,Portrait of Fred Williams,1980
Australian,John Brack,"We, Us, Them",1983
Australian,Johnny Warangkula Tjupurrula,Bush Tucker After Rain,1971
Australian,Johnny Warangkula Tjupurrula,Mala (Wallaby) Dreaming,1971
Australian,Johnny Warangkula Tjupurrula,Travelling Water Dreaming with Lightning,1971
Australian,Johnny Warangkula Tjupurrula,Untitled,1971
Australian,Johnny Warangkula Tjupurrula,Water Dreaming,1971
Australian,Johnny Warangkula Tjupurrula,Wild Orange Story,1971
Australian,Johnny Warangkula Tjupurrula,Bush Tucker Dreaming with Running Water,1972
Australian,Johnny Warangkula Tjupurrula,Water Ceremony,1972
Australian,Johnny Warangkula Tjupurrula,Water Dreaming at Kalipinya,1972
Australian,Johnny Warangkula Tjupurrula,Water Dreaming with Rain and Lightning,1972
Australian,Johnny Warangkula Tjupurrula,Wild Tomato Dreaming,1972
Australian,Johnny Warangkula Tjupurrula,Yala Tjukurpa (Potato Dreaming),1972
Australian,Johnny Warangkula Tjupurrula,Dreamtime People,1973
Australian,Johnny Warangkula Tjupurrula,Pangalangu at Kalipinypa,1973
Australian,Johnny Warangkula Tjupurrula,Women's Story,1973
Australian,Johnny Warangkula Tjupurrula,Mala and the Bad Uncles at Tjikarri I,1974
Australian,Johnny Warangkula Tjupurrula,Mala and the Bad Uncles at Tjikarri II,1974
Australian,Johnny Warangkula Tjupurrula,Lizard Story,1975
Australian,Johnny Warangkula Tjupurrula,Wild Potato,1975
Australian,Johnny Warangkula Tjupurrula,Water Dreaming,1977
Australian,Johnny Warangkula Tjupurrula,Tingari at Tjikarri,1983
Australian,Julian Ashton,"Old houses, Cumberland Street ",1901
Australian,Julian Ashton,"Cambridge St., looking towards the Argyle Cut ",1901
Australian,Julian Ashton,"Clyde St, Miller's Point ",1901
Australian,Julian Ashton,The coral necklet ,1901
Australian,Julian Ashton,The wave ,1901
Australian,Julian Ashton,The everlasting hills ,1904
Australian,Julian Ashton,The Hon. Henry Gullett MLC ,1905
Australian,Julian Ashton,"Misty morning, Dora Creek ",1915
Australian,Julian Ashton,The Reverend Canon Boyce,1917
Australian,Max Meldrum,A peasant of Pac̩,1908
Australian,Max Meldrum,Picherit's farm,1910
Australian,Max Meldrum,Study for Picherit's farm,1910
Australian,Max Meldrum,Sunrise,1910
Australian,Max Meldrum,Portrait of the artist's mother,1913
Australian,Max Meldrum,The artist's wife,1916
Australian,Max Meldrum,Flowerpiece,1925
Australian,Max Meldrum,"Shadows, landscape with trees",1925
Australian,Max Meldrum,My lady's table,1927
Australian,Max Meldrum,Pont Neuf,1929
Australian,Max Meldrum,"Oscar Mendelsohn, Esq. F.R.I.C.",1936
Australian,Max Meldrum,"Edna, (Mrs Oscar Mendelsohn)",1942
Australian,Robert MacPherson,Scale from the Road,1977
Australian,Robert MacPherson,Untitled Broken Rectangle (3 Units),1980
Australian,Robert MacPherson,Untitled Broken Rectangle (5 Units),1980
Australian,Robert MacPherson,Untitled,1987
Australian,Robert MacPherson,"Mayfair: BA-NA-NA-S - Four Paintings, Four Signs for G.B.",1989
Australian,Robert MacPherson,Mayfair: Ah! Ahh! Ahhh! Avo's!!! 4.4 a $.,1993
Australian,Robert MacPherson,"Mayfair: Summer farm, forty five signs for Micky Monsour",1993
Australian,Robert MacPherson,"Mayfair: (Swamp rats) Ninety-seven signs for C.P., J.P., B.W., G.W. & R.W. (detail)",1995
Australian,Robert MacPherson,"Mayfair: (Swamp rats) Ninety-seven signs for C.P., J.P., B.W., G.W. & R.W. (detail)",1995
Australian,Robert MacPherson,"Mayfair: (Swamp rats) Ninety-seven signs for C.P., J.P., B.W., G.W. & R.W.",1995
Australian,Robert MacPherson,"Mayfair: A chook, a roll, and a pie",1996
Australian,Robert MacPherson,Murranji,1998
Australian,Sidney Nolan,Ned Kelly,1946
Australian,Sidney Nolan,The Trial,1947
Australian,Sidney Nolan,Inland Australia,1950
Australian,Sidney Nolan,Carcase in Swamp,1955
Australian,Sidney Nolan,Desert Storm,1955
Australian,Sidney Nolan,Armoured Helmet,1956
Australian,Sidney Nolan,Glenrowan,1957
Australian,Sidney Nolan,In the Cave,1957
Australian,Sidney Nolan,Women and Billabong,1957
Australian,Sidney Nolan,Antarctica,1964
Australian,Sidney Nolan,Elephant,1965
Australian,Sidney Nolan,Kelly,1965
Australian,Sidney Nolan,Kelly V,1965
Australian,Sidney Nolan,Kelly,1965
Australian,Sidney Nolan,Camel and Figure,1966
Australian,Sidney Nolan,By the River,1967
Australian,Sidney Nolan,Disguise,1967
Australian,Sidney Nolan,Inferno I,1967
Australian,Sidney Nolan,Swimmer,1967
Australian,Sidney Nolan,Imitation IV,1972
Australian,Sidney Nolan,Print 11,1972
Australian,Sidney Nolan,Landscape,1979
Australian,Tom Roberts,Elizabeh and Carmen Pinschof ,1900
Australian,Tom Roberts,Sketch for the Opening of the First Parliament,1901
Australian,Tom Roberts,"The Towpath, Putney ",1904
Australian,Tom Roberts,Storm at Sea ,1907
Australian,Tom Roberts,"Putney Bridge, London ",1908
Australian,Tom Roberts,Grey Lady (Mrs. Ince) ,1912
Australian,Tom Roberts,"Winter, England ",1920
Australian,Tom Roberts,Poppies ,1921
Australian,Tom Roberts,Springtime in Sussex ,1921
Australian,Tom Roberts,Country Road Maker,1923
Australian,Tom Roberts,The South Wind ,1924
Australian,Tom Roberts,"Washing Day, Kallista ",1925
Australian,Tom Roberts,A Queen of Gums,1926
Australian,Tom Roberts,"The Quarry, Maria Island ",1926
Australian,Tom Roberts,Hillside ,1927
Australian,Tom Roberts,Sunrise ,1929
