"state","sa_no","year","month","ac_no","ac_name","turnout","vote_percent","ac_type","electors","margin","n_cand","position","sex1","party1","votes1","cand1","margin_percent","runner","runner_party","runner_sex","nota_percent"
"Mysore",2,1962,2,101,"HOSADURGA",70.94,57.45,"General",54048,5709,2,1,"Male","PSP",22024,"G. T. RANGAPPA",14.89,"S. NIJALINGAPPA","INC","M",NA
"Mysore",2,1962,2,102,"CHANNAGIRI",61.07,58.37,"General",59935,7327,3,1,"Male","INC",21368,"KUNDUR RUDRAPPA",20.02,"J. H. PATEL","SOC","M",NA
"Mysore",2,1962,2,103,"BHADRAVATHI",53.76,51.57,"General",70714,4348,4,1,"Male","INC",19604,"T. D. DEVENDRAPPA",11.44,"B. KRISHNA BHATT","PSP","M",NA
"Mysore",2,1962,2,104,"SHIMOGA",50.37,44.44,"General",62931,5076,3,1,"Female","INC",14087,"RATNAMMA MADHAVA RAO",16.01,"G. M. CHANNAPPA","PSP","M",NA
"Mysore",2,1962,2,105,"HONNALI",66.85,54.8,"General",55123,5717,3,1,"Male","PSP",20192,"D. PARAMESWARAPPA",15.52,"H. S. RUDRAPPA","INC","M",NA
"Mysore",2,1962,2,106,"SHIKARIPUR",47.41,54.9,"SC",66518,4928,4,1,"Male","INC",17313,"VEERAPPA",15.63,"G. BASAVANNAPPA","PSP","M",NA
"Mysore",2,1962,2,107,"SAGAR",50.8,51.83,"General",79194,3299,3,1,"Male","INC",20854,"V. S. LAXMIKANTHAPPA",8.2,"K. THIMMAPPA","SOC","M",NA
"Mysore",2,1962,2,108,"THIRTHAHALLI",56.07,56.25,"General",59133,12564,6,1,"Male","SOC",18649,"S. GOPALA GOWDA",37.9,"K. T. DANAMMA","INC","F",NA
"Mysore",2,1962,2,109,"SULLIA",50.55,49.38,"ST",51231,2796,4,1,"Male","INC",12787,"SUBBAYA NAIKA",10.8,"VENKAPPA NAIKA","SWA","M",NA
"Mysore",2,1962,2,110,"PUTTUR",52.81,48.45,"General",55730,6096,4,1,"Male","INC",14259,"K. VENKATRAMANA GOWDA",20.71,"K. UGGAPPA SHETTY","SWA","M",NA
"Mysore",2,1962,2,111,"BELTHANGADY",58.1,46.18,"General",59594,3505,4,1,"Male","INC",15991,"VAIKUNTA BALIGA",10.12,"K. B. JINARAJA HEGDE","SWA","M",NA
"Mysore",2,1962,2,112,"PANEMANGALORE",59.08,47.69,"General",57395,5365,5,1,"Male","INC",16170,"K. NAGAPPA ALVA",15.82,"M. H. KRISHNAPPA","CPI","M",NA
"Mysore",2,1962,2,113,"MANGALORE I",78.82,41.37,"General",51476,5726,4,1,"Male","INC",16785,"M. SHRINIVASA NAYAK",14.11,"A. SHANTHARAM PAI","CPI","M",NA
"Mysore",2,1962,2,114,"MANGALORE I I",73.01,42.37,"General",57302,813,5,1,"Male","CPI",17725,"A. KRISHNA SHETTY",1.94,"B. M. IDDINABBA","INC","M",NA
"Mysore",2,1962,2,115,"SURATHKAL",50.42,48.9,"General",53328,3167,4,1,"Male","PSP",13148,"SANJEEVANATH AIKALA",11.78,"K. DOOMAPPA","INC","M",NA
"Mysore",2,1962,2,116,"KAUP",55.51,48.77,"General",50322,183,3,1,"Male","PSP",13624,"B. BHASKAR SHETTY",0.66,"F. X. D. PINTO","INC","M",NA
"Mysore",2,1962,2,117,"UDIPI",69.77,53.58,"General",46841,9508,4,1,"Male","INC",17511,"M. MADHVARAJA",29.09,"UPENDRA NAYAK","PSP","M",NA
"Mysore",2,1962,2,118,"BRAHMAVAR",53.57,53.47,"General",50972,7686,3,1,"Male","INC",14601,"S. D. SAMRAJYA",28.15,"SHEENAPPA SHETTY","PSP","M",NA
"Mysore",2,1962,2,119,"COONDAPUR",57.41,52.57,"General",56249,2117,3,1,"Male","INC",16975,"S. S. KOLKEBAIL",6.56,"V. SRINIVASA SHETTY","PSP","M",NA
"Mysore",2,1962,2,120,"BAINDUR",48.16,49.01,"General",70291,1839,3,1,"Male","INC",16591,"Y. MANJAYYA SHETTY",5.43,"H. SUBBA RAO","PSP","M",NA
"Mysore",2,1962,2,121,"KARKAL",62.72,59.05,"General",46527,5862,3,1,"Male","PSP",17234,"DAYANAND R. KALLE",20.09,"K. K. HEGDE","INC","M",NA
"Mysore",2,1962,2,122,"MUDABIDRI",42.25,50.63,"SC",48770,258,2,1,"Male","SWA",10431,"GOPAL SALENNA",1.25,"MANJAPPA ULLAL","INC","M",NA
"Mysore",2,1962,2,123,"SRINGERI",59.38,70.49,"General",59304,15237,3,1,"Male","INC",24824,"KADIDAL MANJAPPA",43.27,"N. P. GOVINDA GOWDA","IND","M",NA
"Mysore",2,1962,2,124,"TARIKERE",61.38,47.13,"General",63458,367,4,1,"Male","INC",18357,"T. R. PARAMESHWARAIAH",0.94,"HANJI SHIVANNA","PSP","M",NA
"Mysore",2,1962,2,125,"KADUR",54.54,67.79,"General",58796,11407,2,1,"Male","IND",21736,"G. MARULAPPA",35.57,"D. H. RUDRAPPA","INC","M",NA
