"state","year","ac_no","ac_name","ac_type","cand1","party1","votes1","position","vote_percent"
"Madras",1967,174,"ADUTHURAI","GEN","K.GOVINMDARASAN","IND",975,4,1.29
"Madras",1967,174,"ADUTHURAI","GEN","K.MANIAN","IND",474,5,0.63
"Madras",1967,175,"SIRKALI","SC","K.B.S.MANI","IND",34316,1,58.23
"Madras",1967,175,"SIRKALI","SC","R.THANGAVELU","INC",21502,2,36.48
"Madras",1967,175,"SIRKALI","SC","P.MUNIAN","IND",3116,3,5.29
"Madras",1967,176,"SEMBANARKOIL","GEN","S.GANESAN","DMK",40453,1,65.29
"Madras",1967,176,"SEMBANARKOIL","GEN","S.RAMALINGAM","INC",21506,2,34.71
"Madras",1967,177,"MAYURAM","GEN","N.KITTAPPA","DMK",33721,1,51.21
"Madras",1967,177,"MAYURAM","GEN","G.N.NAIDU","INC",30379,2,46.14
"Madras",1967,177,"MAYURAM","GEN","LAKSHMANAN","IND",938,3,1.42
"Madras",1967,177,"MAYURAM","GEN","P.BALAKRISHNAN","IND",807,4,1.23
"Madras",1967,178,"KUTTALAM","GEN","G.B.MOHAN","CPM",31548,1,53.99
"Madras",1967,178,"KUTTALAM","GEN","M.SIVAKADAKSHAM","INC",24812,2,42.47
"Madras",1967,178,"KUTTALAM","GEN","N.SUBBAIH","IND",1243,3,2.13
"Madras",1967,178,"KUTTALAM","GEN","A.B.J.SHARMA","IND",825,4,1.41
"Madras",1967,179,"KODAVASAL","GEN","C.KRISHNAMOORTHI","DMK",34880,1,54.96
"Madras",1967,179,"KODAVASAL","GEN","M.D.T.PILLAI","INC",28585,2,45.04
"Madras",1967,180,"NANNILAM","SC","P.JAYARAJ","INC",26053,1,46.36
"Madras",1967,180,"NANNILAM","SC","T.P.RAMACHANDRAN","CPM",19571,2,34.83
"Madras",1967,180,"NANNILAM","SC","P.APPASAMI","CPI",10568,3,18.81
"Madras",1967,181,"THIRUVARUR","SC","DHANUSHKODI","CPM",30510,1,48.04
"Madras",1967,181,"THIRUVARUR","SC","VEDAIYAN","INC",27956,2,44.02
"Madras",1967,181,"THIRUVARUR","SC","S.VADIVEL","CPI",5040,3,7.94
"Madras",1967,182,"NAGAPATTINAM","GEN","K.R.GNANASAMBANDAN","CPM",36596,1,56.4
"Madras",1967,182,"NAGAPATTINAM","GEN","R.R.V.NAIDU","INC",26462,2,40.78
"Madras",1967,182,"NAGAPATTINAM","GEN","V.MAHALINGAM","CPI",1428,3,2.2
"Madras",1967,182,"NAGAPATTINAM","GEN","THANDAPANI","IND",406,4,0.63
"Madras",1967,183,"VEDARANYAM","GEN","P.V.THEVAR","INC",25942,1,38.71
"Madras",1967,183,"VEDARANYAM","GEN","M.MEENAKSHISUNDARAM","DMK",25678,2,38.32
"Madras",1967,183,"VEDARANYAM","GEN","M.V.GOWNDAR","IND",9812,3,14.64
"Madras",1967,183,"VEDARANYAM","GEN","S.S.PILLAI","CPI",5584,4,8.33
"Madras",1967,184,"THIRUTHURAIPUNDI","GEN","N.DHARUMALINGAM","DMK",23728,1,38.04
"Madras",1967,184,"THIRUTHURAIPUNDI","GEN","K.C.MANALI","CPI",22226,2,35.63
"Madras",1967,184,"THIRUTHURAIPUNDI","GEN","S.R.PILLAI","INC",16424,3,26.33
"Madras",1967,185,"KOTTUR","SC","A.K.SUBBAIH","CPI",28156,1,42.47
"Madras",1967,185,"KOTTUR","SC","C.M.AMBIKAPATHY","INC",22627,2,34.13
"Madras",1967,185,"KOTTUR","SC","A.K.GANESAN","CPM",15515,3,23.4
"Madras",1967,186,"MANNARGUDI","GEN","T.S.S.OOAYAR","INC",32481,1,50.1
"Madras",1967,186,"MANNARGUDI","GEN","S.NARAYANASWAMY","DMK",31558,2,48.67
"Madras",1967,186,"MANNARGUDI","GEN","O.R.B.THEVAR","IND",797,3,1.23
"Madras",1967,187,"ORATHANAD","GEN","L.GANESAN","DMK",45232,1,60.82
"Madras",1967,187,"ORATHANAD","GEN","M.D.PILLAI","INC",29139,2,39.18
"Madras",1967,188,"GANDARVAKOTTAI","GEN","R.R.DURAI","INC",34665,1,52.68
"Madras",1967,188,"GANDARVAKOTTAI","GEN","D.G.KALINGARAR","DMK",30434,2,46.25
"Madras",1967,188,"GANDARVAKOTTAI","GEN","N.R.KONAR","IND",706,3,1.07
"Madras",1967,189,"PATTUKKOTTAI","GEN","A.R.MARIMUTHU","PSP",35198,1,54.6
"Madras",1967,189,"PATTUKKOTTAI","GEN","N.RAMASAMY","INC",28056,2,43.52
"Madras",1967,189,"PATTUKKOTTAI","GEN","M.P.VAITHIANATHAN","IND",1217,3,1.89
"Madras",1967,190,"PERAURANI","GEN","M.KRISHNAMURTHY","DMK",35505,1,45.4
"Madras",1967,190,"PERAURANI","GEN","A.V.SERVAI","INC",26387,2,33.74
"Madras",1967,190,"PERAURANI","GEN","M.MASILAMANI","CPI",15792,3,20.19
"Madras",1967,190,"PERAURANI","GEN","I.ARUKANDU","IND",515,4,0.66
"Madras",1967,191,"ARANTANGI","GEN","A.THURAIRASAN","DMK",42943,1,53.11
"Madras",1967,191,"ARANTANGI","GEN","K.B.DERVAIKARAR","INC",36522,2,45.17
