Country,Artist_Name,Artwork_Name,Year
American,Andy Warhol,Electric Chair ,1964
American,Andy Warhol,Electric Chair ,1964
American,Andy Warhol,Flowers,1964
American,Andy Warhol,Liz Taylor,1964
American,Andy Warhol,Liz Taylor ,1964
American,Andy Warhol,Sixteen Jackies,1964
American,Andy Warhol,Suicide,1964
American,Andy Warhol,Cagney,1964
American,Andy Warhol,Brillo Soap Pads Boxes,1964
American,Andy Warhol,The Souper Dress,1965
American,Andy Warhol,Cow,1966
American,Andy Warhol,Cow ,1966
American,Andy Warhol,Cow ,1966
American,Andy Warhol,Cow ,1966
American,Andy Warhol,Marlon Brando,1966
American,Andy Warhol,Venere Dopo Botticelli ,1966
American,Andy Warhol,Big electric chair,1967
American,Andy Warhol,Marilyn,1967
American,Andy Warhol,Velvet Underground & Nico,1967
American,Andy Warhol,Paris Review Poster,1967
American,Andy Warhol,Marilyn Monroe,1968
American,Andy Warhol,Campbell's Soup Can (Tomato/Pink),1968
American,Andy Warhol,Che Guevara,1968
American,Andy Warhol,Brillo Soap Pads,1969
American,Andy Warhol,Flowers,1970
American,Andy Warhol,Mao,1972
American,Andy Warhol,Mao,1972
American,Andy Warhol,Mao,1972
American,Andy Warhol,Mao,1972
American,Andy Warhol,Marella Agnelli,1973
American,Andy Warhol,Julia Warhola,1974
American,Andy Warhol,Man Ray,1974
American,Andy Warhol,Drag Queen,1975
American,Andy Warhol,Mick Jagger,1975
American,Andy Warhol,Mick Jagger,1975
American,Andy Warhol,Ladies and Gentlemen,1975
American,Andy Warhol,Portrait Of Jamie Wyeth,1976
American,Andy Warhol,Portrait of Maurice,1976
American,Andy Warhol,Skull,1976
American,Andy Warhol,Jimmy Carter,1976
American,Andy Warhol,Amos,1976
American,Andy Warhol,Mimosas,1976
American,Andy Warhol,Carter Burden (brown),1977
American,Andy Warhol,Carter Burden (white),1977
American,Andy Warhol,Arnold Schwarzenegger,1977
American,Andy Warhol,Andy and Truman Capote,1977
American,Andy Warhol,Shadow,1977
American,Andy Warhol,Campbell's Soup Can (Tomato)/Retrospective Series,1978
American,Andy Warhol,Oxidation Painting,1978
American,Andy Warhol,Jack Nicklaus,1978
American,Andy Warhol,Oxidation Painting,1978
American,Andy Warhol,After The Party,1979
American,Andy Warhol,Muhammad Ali,1979
American,Andy Warhol,Committee 2000 Champagne Glasses,1979
American,Andy Warhol,Martha Graham,1979
American,Andy Warhol,Gabrielle Navarra,1979
American,Andy Warhol,Albert Einstein,1980
American,Andy Warhol,Chanel No. 5,1980
American,Andy Warhol,Gertrude Stein,1980
American,Andy Warhol,Sarah Bernhardt,1980
American,Andy Warhol,Sigmund Freud,1980
American,Andy Warhol,Untitled,1980
American,Andy Warhol,Sylvester Stallone,1980
American,Andy Warhol,Shoes,1980
American,Andy Warhol,Pia Zadora,1980
American,Andy Warhol,Diamond Dust Shoes,1980
American,Andy Warhol,Gun,1981
American,Andy Warhol,Howdy Doody,1981
American,Andy Warhol,Kimiko,1981
American,Andy Warhol,Mammy,1981
American,Andy Warhol,Poinsetta,1981
American,Andy Warhol,Candy Box,1981
American,Andy Warhol,Goethe,1982
American,Andy Warhol,Jane Fonda,1982
American,Andy Warhol,Eggs,1982
American,Andy Warhol,Eggs,1982
American,Andy Warhol,Christmas Poinsettias-White,1982
American,Andy Warhol,Self-Portrait in Drag,1982
American,Andy Warhol,Self-Portrait in Drag,1982
American,Andy Warhol,Knives,1982
American,Andy Warhol,Poinsettias,1982
American,Andy Warhol,Poinsettias,1982
American,Andy Warhol,Pine Barren Tree Frog II.294 (From Endangered Species Suite),1983
American,Andy Warhol,Ingrid Bergman as the Nun,1983
American,Andy Warhol,Ingrid Bergman (as Herself),1983
American,Andy Warhol,Ingrid Bergman (as Herself),1983
American,Andy Warhol,Ingrid Bergman (as Herself) ,1983
American,Andy Warhol,Ingrid Bergman With Hat,1983
American,Andy Warhol,Kiku,1983
American,Andy Warhol,Bighorn Ram (Endangered Species),1983
American,Andy Warhol,Apple,1983
American,Andy Warhol,Botticelli (dettaglio),1984
American,Andy Warhol,Madonna And Self-Portrait With Skeleton's Arm (after Munch),1984
American,Andy Warhol,Rorschach,1984
American,Andy Warhol,La Grande Passion,1984
American,Andy Warhol,Apple,1985
American,Andy Warhol,Blackglama (Judy Garland),1985
American,Andy Warhol,Vesuvius,1985
American,Andy Warhol,Turtle,1985
American,Andy Warhol,"Queen Beatrix of the Netherlands, from Reigning Queens",1985
American,Andy Warhol,Absolut Vodka,1986
American,Andy Warhol,Beatle Boots,1986
American,Andy Warhol,Double Hamburger,1986
American,Andy Warhol,Joseph Beuys in Memoriam,1986
American,Andy Warhol,Last Supper,1986
American,Andy Warhol,Self-Portrait,1986
American,Andy Warhol,Maria Shriver,1986
American,Andy Warhol,Work Boots,1986
American,Andy Warhol,The Last Supper,1986
American,Andy Warhol,The Last Supper,1986
American,Andy Warhol,Campbell Soup Company,1986
American,Andy Warhol,Campell's Onion Soup Box,1986
American,Andy Warhol,Ted Turner,1986
American,Andy Warhol,Self-Portrait (Camouflage),1986
American,Andy Warhol,Beethoven,1987
American,Andy Warhol,Black Lenin,1987
American,Andy Warhol,Christmas cards on table,1987
American,Andy Warhol,Tatum O'Neal,1987
American,Ann Hamilton,body object series #17 toothpick suit,1984
American,Ann Hamilton,body object series #10,1984
