Date,TotalCheckouts,Average
2006-01-01,2,48
2006-01-02,14575,44
2006-01-03,17380,40
2006-01-04,15407,45
2006-01-05,14384,48
2006-01-06,18924,51
2006-01-07,14307,46
2006-01-08,7171,42
2006-01-09,17970,48
2006-01-10,17239,49
2006-01-11,22924,46
2006-01-12,16694,44
2006-01-13,18350,47
2006-01-14,8742,40
2006-01-15,14,40
2006-01-18,1843,44
2006-01-24,19335,46
2006-01-25,21443,41
2006-01-26,17920,44
2006-01-27,21231,42
2006-01-28,23769,42
2006-01-29,6774,42
2006-01-30,19725,48
2006-01-31,17496,44
2006-02-01,23416,48
2006-02-02,17944,46
2006-02-03,21454,48
2006-02-04,19948,46
2006-02-05,5417,41
2006-02-06,16519,45
2006-02-07,18089,46
2006-02-08,22061,46
2006-02-09,17057,44
2006-02-10,17620,46
2006-02-11,19699,44
2006-02-12,6167,45
2006-02-13,17265,42
2006-02-14,17104,39
2006-02-15,21628,36
2006-02-16,17707,36
2006-02-17,19790,32
2006-02-18,21644,32
2006-02-19,6964,34
2006-02-20,13,32
2006-02-21,22152,42
2006-02-22,21550,44
2006-02-23,18835,40
2006-02-24,19628,36
2006-02-25,14352,40
2006-02-27,14251,47
2006-02-28,17877,42
2006-03-01,21504,48
2006-03-02,20163,48
2006-03-03,19040,44
2006-03-04,20241,48
2006-03-05,8797,50
2006-03-06,18990,50
2006-03-07,18705,47
2006-03-08,21077,40
2006-03-09,21249,39
2006-03-10,17760,40
2006-03-11,22464,40
2006-03-12,7767,40
2006-03-13,15594,43
2006-03-14,16795,46
2006-03-15,22138,44
2006-03-16,20316,44
2006-03-17,20381,42
2006-03-18,20681,44
2006-03-19,8258,42
2006-03-20,18744,47
2006-03-21,19371,48
2006-03-22,21248,50
2006-03-23,20448,55
2006-03-24,19173,49
2006-03-25,19746,44
2006-03-26,9480,46
2006-03-27,18335,50
2006-03-28,18784,52
2006-03-29,21671,50
2006-03-30,20627,50
2006-03-31,18942,52
2006-04-01,20891,48
2006-04-02,7729,50
2006-04-03,16980,50
2006-04-04,17369,48
2006-04-05,11812,52
2006-04-06,8304,48
2006-04-07,17843,52
2006-04-08,20914,50
2006-04-09,9182,50
2006-04-10,18059,52
2006-04-11,18297,51
2006-04-12,21689,52
2006-04-13,21245,48
2006-04-14,19124,44
2006-04-15,19150,46
2006-04-16,1,46
2006-04-17,6913,47
2006-04-20,9040,54
2006-04-21,19208,48
2006-04-22,19491,48
2006-04-23,7543,58
2006-04-24,19401,58
2006-04-25,16545,56
2006-04-26,23338,50
2006-04-27,20329,58
2006-04-28,17175,62
2006-04-29,21092,47
2006-04-30,9728,46
2006-05-02,14975,50
2006-05-03,21367,56
2006-05-04,19860,60
2006-05-05,17186,60
2006-05-06,21160,52
2006-05-07,9194,52
2006-05-08,20891,50
2006-05-09,18987,52
2006-05-20,5415,60
2006-05-21,8692,59
2006-05-22,21412,58
2006-05-23,20255,56
2006-05-24,23211,58
2006-05-25,22156,54
2006-05-26,20950,55
2006-05-27,21675,54
2006-05-28,10069,55
2006-05-29,22,58
2006-05-30,21630,60
2006-05-31,21914,64
2006-06-01,22465,63
2006-06-02,19276,60
2006-06-03,20095,62
2006-06-04,9949,60
2006-06-05,19530,62
2006-06-06,19269,62
2006-06-07,22353,62
2006-06-08,22462,58
2006-06-09,19262,57
2006-06-10,20306,60
2006-06-11,8160,64
2006-06-12,20296,65
2006-06-13,20664,62
2006-06-14,23968,60
2006-06-15,22228,62
2006-06-16,20019,62
2006-06-17,18247,62
2006-06-18,8165,59
2006-06-19,19314,60
2006-06-20,20336,61
2006-06-21,23769,60
2006-06-22,23749,62
2006-06-23,19531,64
2006-06-24,16843,68
2006-06-25,7690,74
2006-06-26,18893,78
2006-06-27,20997,73
2006-06-28,24720,64
2006-06-29,23397,68
2006-06-30,19085,72
2006-07-01,17747,68
2006-07-02,7698,68
2006-07-03,20106,66
2006-07-04,11,66
2006-07-05,28862,59
2006-07-06,25070,60
2006-07-07,20546,65
2006-07-08,18492,70
2006-07-09,8353,72
2006-07-10,22645,62
2006-07-11,21355,63
2006-07-12,27456,64
2006-07-13,24253,62
2006-07-14,19080,68
2006-07-15,22000,66
2006-07-16,9441,66
2006-07-17,24809,62
2006-07-18,21271,64
2006-07-19,25219,66
2006-07-20,23702,71
2006-07-21,19408,78
2006-07-22,19082,81
2006-07-23,8293,80
2006-07-24,21145,80
2006-07-25,22070,68
2006-07-26,15006,72
2006-07-27,23751,71
2006-07-28,18714,63
2006-07-29,19983,60
2006-07-30,9679,63
2006-07-31,21970,66
2006-08-01,20537,65
2006-08-02,25456,66
2006-08-03,22454,66
2006-08-04,19698,65
2006-08-05,18460,68
2006-08-06,8454,72
2006-08-07,21701,70
2006-08-08,20971,64
2006-08-09,24776,66
2006-08-10,23978,64
2006-08-11,21256,62
2006-08-12,19375,63
2006-08-13,8150,66
2006-08-14,21390,70
2006-08-15,22004,62
2006-08-16,25558,64
2006-08-17,24125,63
2006-08-18,18851,66
2006-08-19,18376,68
2006-08-20,8321,70
2006-08-21,21220,66
2006-08-22,23403,62
2006-08-23,26462,60
2006-08-24,25330,62
2006-08-25,19419,66
2006-08-26,19221,70
2006-08-27,8375,72
2006-08-28,21640,70
2006-08-29,23491,60
2006-08-30,25210,62
2006-08-31,24153,62
2006-09-01,18860,70
2006-09-02,18796,70
2006-09-03,8758,69
2006-09-04,4,68
2006-09-05,24930,66
2006-09-06,23239,68
2006-09-07,22705,62
2006-09-08,1514,61
2006-09-12,11998,65
2006-09-13,26052,58
2006-09-14,23903,56
2006-09-15,20736,56
2006-09-16,22014,58
2006-09-17,10132,58
2006-09-18,21285,62
2006-09-19,20166,56
2006-09-20,23403,55
2006-09-21,23022,54
2006-09-22,20134,56
2006-09-23,21850,59
2006-09-24,9674,62
2006-09-25,18918,64
2006-09-26,20506,64
2006-09-27,24087,66
2006-09-28,21336,66
2006-09-29,18300,64
2006-09-30,22622,57
2006-10-01,9945,58
2006-10-02,19900,54
2006-10-03,19962,54
2006-10-04,23420,58
2006-10-05,21333,60
2006-10-06,20526,55
2006-10-07,13416,52
2006-10-08,9700,54
2006-10-09,18873,56
2006-10-10,20483,53
2006-10-11,22841,55
2006-10-12,20655,57
2006-10-13,20402,54
2006-10-14,23644,50
2006-10-15,10758,52
2006-10-16,20057,51
2006-10-17,20509,55
2006-10-18,22844,52
2006-10-19,22068,56
2006-10-20,20466,50
2006-10-21,21919,53
2006-10-22,10042,52
2006-10-23,19487,48
2006-10-24,19740,49
2006-10-25,23720,47
2006-10-26,22484,52
2006-10-27,18965,55
2006-10-28,21833,50
2006-10-29,11536,46
2006-10-30,18952,38
2006-10-31,14368,39
2006-11-01,25406,42
2006-11-02,25,46
2006-11-03,27810,54
2006-11-04,26065,56
2006-11-05,12370,55
2006-11-06,17831,60
2006-11-07,19669,54
2006-11-08,23171,49
2006-11-09,22023,48
2006-11-10,18028,46
2006-11-11,25,46
2006-11-12,16552,46
2006-11-13,24384,44
2006-11-14,23098,43
2006-11-15,22968,50
2006-11-16,25166,46
2006-11-17,20886,46
2006-11-18,23938,46
2006-11-19,12093,49
2006-11-20,19618,48
2006-11-21,21177,46
2006-11-22,27429,44
2006-11-23,2,42
2006-11-24,19632,42
2006-11-25,19637,40
2006-11-26,9569,37
2006-11-27,18327,34
2006-11-28,16327,26
2006-11-29,23910,26
2006-11-30,23260,43
2006-12-01,19558,38
2006-12-02,21871,38
2006-12-03,10808,40
2006-12-04,18170,42
2006-12-05,17317,45
2006-12-06,21767,42
2006-12-07,20702,46
2006-12-08,16227,45
2006-12-09,20709,44
2006-12-10,9346,45
2006-12-11,17300,49
2006-12-12,18177,46
2006-12-13,20927,48
2006-12-14,15314,48
2006-12-15,9013,42
2006-12-17,10271,34
2006-12-18,15690,33
2006-12-19,18659,40
2006-12-20,20798,41
2006-12-21,20267,45
2006-12-22,19031,42
2006-12-23,18626,40
2006-12-24,2,40
2006-12-26,14066,40
2006-12-27,21684,38
2006-12-28,20631,35
2006-12-29,18514,36
2006-12-30,18910,36
2006-12-31,7674,41
2007-01-01,12,42
2007-01-02,16119,52
2007-01-03,18495,44
2007-01-04,18880,38
2007-01-05,13150,38
2007-01-06,14932,40
2007-01-07,372,46
2007-01-08,14246,46
2007-01-09,12008,44
2007-01-10,12508,34
2007-01-11,13208,30
2007-01-12,13899,25
2007-01-13,10961,26
2007-01-14,6806,26
2007-01-15,29,28
2007-01-16,4529,32
2007-01-17,10942,36
2007-01-18,10345,40
2007-01-19,7902,42
2007-01-20,4730,42
2007-01-21,1551,41
2007-01-22,5367,46
2007-01-23,3567,48
2007-01-24,2803,44
2007-01-25,1763,40
2007-01-26,229,42
2007-02-13,16258,47
2007-02-14,19543,45
2007-02-15,21783,52
2007-02-16,19681,49
2007-02-17,21390,52
2007-02-18,11979,45
2007-02-19,8,45
2007-02-20,23996,41
2007-02-21,23015,44
2007-02-22,22838,42
2007-02-23,20193,40
2007-02-24,22928,41
2007-02-25,10216,42
2007-02-26,18691,41
2007-02-27,18991,38
2007-02-28,21983,38
2007-03-01,22655,37
2007-03-02,19696,39
2007-03-03,23416,48
2007-03-04,11282,50
2007-03-05,18034,53
2007-03-06,18879,54
2007-03-07,24247,50
2007-03-08,21343,46
2007-03-09,20998,48
2007-03-10,27603,52
2007-03-11,10301,56
2007-03-12,21690,49
2007-03-13,20843,42
2007-03-14,23824,44
2007-03-15,22905,41
2007-03-16,20096,56
2007-03-17,23142,50
2007-03-18,10642,56
2007-03-19,20190,50
2007-03-20,20746,42
2007-03-21,24229,40
2007-03-22,23203,48
2007-03-23,20434,50
2007-03-24,24319,50
2007-03-25,10847,49
2007-03-28,23754,44
2007-03-29,20331,50
2007-03-30,18571,50
2007-03-31,23333,46
2007-04-01,10824,42
2007-04-02,19124,42
2007-04-03,19050,44
2007-04-04,23379,53
2007-04-05,20095,58
2007-04-06,17447,62
2007-04-07,23474,58
2007-04-08,26,52
2007-04-09,25620,48
2007-04-10,22064,48
2007-04-11,24089,52
2007-04-12,23572,48
2007-04-13,21630,49
2007-04-14,22481,50
2007-04-15,9700,48
2007-04-16,20439,49
2007-04-17,19494,48
2007-04-18,23416,48
2007-04-19,22267,46
2007-04-20,19315,48
2007-04-21,21454,50
2007-04-22,9977,54
2007-04-23,16932,54
2007-04-24,20408,54
2007-04-25,24188,50
2007-04-26,22058,54
2007-04-27,19458,56
2007-04-28,20601,54
2007-04-29,10295,53
2007-04-30,19423,53
2007-05-01,20625,50
2007-05-02,22895,50
2007-05-03,22294,48
2007-05-04,19331,50
2007-05-05,20714,50
2007-05-06,10647,52
2007-05-07,18808,62
2007-05-08,15890,62
2007-05-10,14365,56
2007-05-11,18000,54
2007-05-12,20377,54
2007-05-13,9616,50
2007-05-14,20024,54
2007-05-15,17959,66
2007-05-16,25121,54
2007-05-17,21887,56
2007-05-18,19376,59
2007-05-19,21112,56
2007-05-20,10286,50
2007-05-21,20939,52
2007-05-22,19943,55
2007-05-23,23776,57
2007-05-24,16422,60
2007-05-25,19288,62
2007-05-26,20221,58
2007-05-27,11100,52
2007-05-28,3,55
2007-05-29,21863,63
2007-05-30,3599,70
2007-05-31,157,68
2007-06-03,1305,72
2007-06-07,15760,56
2007-06-08,18227,58
2007-06-09,22933,58
2007-06-10,10592,58
2007-06-11,20592,56
2007-06-12,20316,58
2007-06-13,24230,58
2007-06-14,22785,58
2007-06-15,19114,59
2007-06-16,20229,58
2007-06-17,10479,56
2007-06-18,22260,56
2007-06-19,20381,62
2007-06-20,22798,66
2007-06-21,22620,64
2007-06-22,19633,60
2007-06-23,20057,60
2007-06-24,11124,56
2007-06-25,22639,58
2007-06-26,20899,65
2007-06-27,25624,64
2007-06-28,27422,64
2007-06-29,21969,60
2007-06-30,19801,62
2007-07-01,9674,65
2007-07-02,21605,68
2007-07-03,23390,70
2007-07-04,12,70
2007-07-05,27688,69
2007-07-06,20476,68
2007-07-07,20190,68
2007-07-08,10381,64
2007-07-09,22929,68
2007-07-10,19995,76
2007-07-11,22255,82
2007-07-12,25204,70
2007-07-13,20865,68
2007-07-14,20323,70
2007-07-15,10256,72
2007-07-16,22754,72
2007-07-17,23346,66
2007-07-18,26931,64
2007-07-19,25416,66
2007-07-20,20229,63
2007-07-21,20385,66
2007-07-22,11467,68
2007-07-23,22725,65
2007-07-24,21142,64
2007-07-25,21722,65
2007-07-26,23842,62
2007-07-27,19635,67
2007-07-28,18030,68
2007-07-29,10159,64
2007-07-30,21834,64
2007-07-31,19968,66
2007-08-01,22837,70
2007-08-02,22468,70
2007-08-03,20866,64
2007-08-04,19089,65
2007-08-05,9165,66
2007-08-06,21713,62
2007-08-07,22787,64
2007-08-08,25129,66
2007-08-09,23375,62
2007-08-10,19144,66
2007-08-11,18325,63
2007-08-12,10154,63
2007-08-13,20978,65
2007-08-14,20193,68
2007-08-15,22786,70
2007-08-16,24491,66
2007-08-17,20171,65
2007-08-18,18593,65
2007-08-19,10679,60
2007-08-20,22996,62
2007-08-21,22520,68
2007-08-22,26157,66
2007-08-23,23031,68
2007-08-24,19448,68
2007-08-25,22399,66
2007-08-26,10514,62
2007-08-27,22126,62
2007-08-28,20905,64
2007-08-29,23671,69
2007-08-30,23504,70
2007-08-31,14174,62
2007-09-01,18070,64
2007-09-02,9392,66
2007-09-03,16,68
2007-09-04,27102,64
2007-09-05,23888,67
2007-09-06,22472,66
2007-09-07,18638,62
2007-09-08,21668,62
2007-09-09,10238,66
2007-09-10,20708,70
2007-09-11,21570,68
2007-09-12,24510,64
2007-09-13,24424,62
2007-09-14,21324,62
2007-09-15,23685,60
2007-09-16,11704,58
2007-09-17,22232,57
2007-09-18,21193,56
2007-09-19,25494,58
2007-09-20,21070,54
2007-09-21,18995,59
2007-09-22,21817,58
2007-09-23,10951,55
2007-09-24,19872,55
2007-09-25,20393,54
2007-09-26,24389,56
2007-09-27,21977,57
2007-09-28,19312,52
2007-09-29,21781,52
2007-09-30,10955,52
2007-10-01,21147,56
2007-10-02,20588,54
2007-10-03,24367,51
2007-10-04,21392,52
2007-10-05,17755,50
2007-10-06,22936,50
2007-10-07,11107,58
2007-10-08,19137,50
2007-10-09,19627,58
2007-10-10,26338,56
2007-10-11,22589,51
2007-10-12,21560,55
2007-10-13,21365,53
2007-10-14,9769,56
2007-10-15,17815,60
2007-10-16,16500,50
2007-10-17,16860,49
2007-10-18,13850,54
2007-10-19,7945,50
2007-10-20,3880,48
2007-10-21,1086,52
2007-10-28,10571,48
2007-10-29,17962,50
2007-11-01,23043,46
2007-11-02,22421,40
2007-11-03,25334,52
2007-11-04,11896,50
2007-11-05,20072,48
2007-11-06,20628,46
2007-11-07,23876,52
2007-11-08,23842,54
2007-11-09,21570,53
2007-11-10,25260,49
2007-11-11,16,48
2007-11-12,17335,48
2007-11-13,25648,45
2007-11-14,27108,46
2007-11-15,16499,52
2007-11-16,22540,51
2007-11-17,26348,49
2007-11-18,12441,42
2007-11-19,22673,44
2007-11-20,22690,42
2007-11-21,31309,42
2007-11-22,11,39
2007-11-23,20195,36
2007-11-24,20545,38
2007-11-25,11415,39
2007-11-26,16069,37
2007-11-27,22428,42
2007-11-28,25381,40
2007-11-29,25133,39
2007-11-30,20861,40
2007-12-01,20997,36
2007-12-02,8660,40
2007-12-03,17318,53
2007-12-04,22530,52
2007-12-05,25714,44
2007-12-06,22162,42
2007-12-07,20564,42
2007-12-08,26015,35
2007-12-09,11092,32
2007-12-10,20934,36
2007-12-11,20158,36
2007-12-12,24758,38
2007-12-13,22210,40
2007-12-14,20390,44
2007-12-15,22520,44
2007-12-16,10351,44
2007-12-17,19943,42
2007-12-18,18768,44
2007-12-19,24853,44
2007-12-20,24176,38
2007-12-21,22257,36
2007-12-22,21764,42
2007-12-23,10505,44
2007-12-24,2,40
2007-12-26,24605,39
2007-12-27,21953,37
2007-12-28,22642,40
2007-12-29,21385,40
2007-12-30,11547,38
2007-12-31,18261,38
2008-01-01,11,44
2008-01-02,31556,41
2008-01-03,26858,46
2008-01-04,23170,48
2008-01-05,27648,42
2008-01-06,14010,36
2008-01-07,22623,38
2008-01-08,21987,38
2008-01-09,26932,40
2008-01-10,25976,44
2008-01-11,24139,46
2008-01-12,27941,46
2008-01-13,14037,44
2008-01-14,19096,40
2008-01-15,21801,34
2008-01-16,28005,36
2008-01-17,25546,38
2008-01-18,23802,38
2008-01-19,27243,38
2008-01-20,14215,38
2008-01-21,4,32
2008-01-22,23910,32
2008-01-23,26608,34
2008-01-24,25382,37
2008-01-25,22764,32
2008-01-26,26050,32
2008-01-27,12959,34
2008-01-28,21941,36
2008-01-29,23134,38
2008-01-30,27877,39
2008-01-31,26779,40
2008-02-01,24061,40
2008-02-02,29143,39
2008-02-03,11322,36
2008-02-04,20686,37
2008-02-05,20837,42
2008-02-06,27964,40
2008-02-07,26047,44
2008-02-08,21489,44
2008-02-09,25845,50
2008-02-10,13023,47
2008-02-11,21192,48
2008-02-12,21816,46
2008-02-13,25657,40
2008-02-14,22833,39
2008-02-15,23087,42
2008-02-16,27036,44
2008-02-17,12729,42
2008-02-18,1,42
2008-02-19,26883,42
2008-02-20,27316,46
2008-02-21,26137,42
2008-02-22,22745,48
2008-02-23,23973,45
2008-02-24,12201,48
2008-02-25,18896,49
2008-02-26,23550,48
2008-02-27,27295,48
2008-02-28,27610,50
2008-02-29,22866,52
2008-03-01,29390,44
2008-03-02,12487,42
2008-03-03,22062,44
2008-03-04,22979,44
2008-03-05,27492,40
2008-03-06,25552,44
2008-03-07,23220,46
2008-03-08,27429,46
2008-03-09,12340,48
2008-03-10,22181,52
2008-03-11,23868,44
2008-03-12,27881,42
2008-03-13,25666,43
2008-03-14,23776,44
2008-03-15,26285,42
2008-03-16,12081,42
2008-03-17,21825,46
2008-03-18,19796,45
2008-03-19,27318,44
2008-03-20,26001,42
2008-03-21,23946,42
2008-03-22,24286,47
2008-03-24,25942,42
2008-03-25,25195,39
2008-03-26,28071,39
2008-03-27,26196,40
2008-03-28,22648,38
2008-03-29,27803,40
2008-03-30,12542,39
2008-03-31,23300,44
2008-04-01,25300,42
2008-04-02,27761,43
2008-04-03,25428,44
2008-04-04,23765,44
2008-04-05,26840,44
2008-04-06,7687,46
2008-04-07,9454,46
2008-04-08,9557,42
2008-04-09,7267,44
2008-04-10,3087,49
2008-04-11,15614,48
2008-04-12,20114,61
2008-04-13,13062,50
2008-04-14,23581,44
2008-04-15,24624,42
2008-04-16,28235,48
2008-04-17,26408,50
2008-04-18,23019,42
2008-04-19,26210,39
2008-04-20,13278,40
2008-04-21,23641,42
2008-04-22,23278,48
2008-04-23,29161,48
2008-04-24,27608,48
2008-04-25,21317,48
2008-04-26,22070,52
2008-04-27,11612,55
2008-04-28,24018,54
2008-04-29,23627,47
2008-04-30,27607,46
2008-05-01,23957,49
2008-05-02,21943,52
2008-05-03,25513,50
2008-05-04,10530,54
2008-05-05,20808,56
2008-05-06,23465,52
2008-05-07,28808,50
2008-05-08,25997,50
2008-05-09,21185,50
2008-05-10,24746,54
2008-05-11,11254,48
2008-05-12,23238,50
2008-05-13,25154,52
2008-05-14,29034,60
2008-05-15,23584,61
2008-05-16,18520,64
2008-05-17,19273,72
2008-05-18,10273,64
2008-05-19,24060,65
2008-05-20,25120,54
2008-05-21,29176,52
2008-05-22,26302,52
2008-05-23,24379,56
2008-05-24,20046,64
2008-05-25,10543,60
2008-05-26,10,60
2008-05-27,26944,61
2008-05-28,27719,58
2008-05-29,25525,54
2008-05-30,20888,56
2008-05-31,26390,55
2008-06-01,12655,54
2008-06-02,24629,56
2008-06-03,25468,55
2008-06-04,30268,52
2008-06-05,29000,52
2008-06-06,23571,52
2008-06-07,27085,52
2008-06-08,12272,52
2008-06-09,25037,50
2008-06-10,27155,52
2008-06-11,29609,52
2008-06-12,26478,56
2008-06-13,22458,54
2008-06-14,24797,56
2008-06-15,10474,60
2008-06-16,24682,61
2008-06-17,27943,55
2008-06-18,33986,56
2008-06-19,29448,60
2008-06-20,22668,67
2008-06-21,22799,67
2008-06-22,13173,60
2008-06-23,28569,58
2008-06-24,25051,60
2008-06-25,29024,63
2008-06-26,28688,58
2008-06-27,22891,65
2008-06-28,21241,72
2008-06-29,10242,76
2008-06-30,25699,72
2008-07-01,27672,65
2008-07-02,31890,68
2008-07-03,34204,64
2008-07-04,8,66
2008-07-05,26192,66
2008-07-06,12126,62
2008-07-07,27924,65
2008-07-08,26614,68
2008-07-09,30348,71
2008-07-10,28958,64
2008-07-11,22490,65
2008-07-12,24123,70
2008-07-13,11657,72
2008-07-14,29690,70
2008-07-15,28561,70
2008-07-16,33112,66
2008-07-17,31409,62
2008-07-18,23887,60
2008-07-19,23341,62
2008-07-20,11738,65
2008-07-21,29010,65
2008-07-22,28870,60
2008-07-23,31060,59
2008-07-24,28414,63
2008-07-25,23256,65
2008-07-26,23647,64
2008-07-27,13436,65
2008-07-28,27206,66
2008-07-29,29057,60
2008-07-30,31962,60
2008-07-31,27736,60
2008-08-01,24550,63
2008-08-02,24441,62
2008-08-03,10590,62
2008-08-04,27663,66
2008-08-05,24916,72
2008-08-06,30738,74
2008-08-07,29617,68
2008-08-08,24139,63
2008-08-09,25336,64
2008-08-10,11960,63
2008-08-11,27539,68
2008-08-12,25780,68
2008-08-13,29143,70
2008-08-14,26604,74
2008-08-15,22314,76
2008-08-16,22033,75
2008-08-17,11425,74
2008-08-18,29876,62
2008-08-19,27849,66
2008-08-20,29786,62
2008-08-21,29062,63
2008-08-22,23070,64
2008-08-23,22282,68
2008-08-24,12944,64
2008-08-25,27822,60
2008-08-26,27504,60
2008-08-27,31806,62
2008-08-28,28545,63
2008-08-29,24407,66
2008-08-30,25093,59
2008-08-31,12012,58
2008-09-01,11,56
2008-09-02,32273,58
2008-09-03,29349,60
2008-09-04,26572,62
2008-09-05,22594,64
2008-09-06,24439,64
2008-09-07,12870,67
2008-09-08,25966,67
2008-09-09,27660,65
2008-09-10,30889,62
2008-09-11,28414,64
2008-09-12,22847,63
2008-09-13,26708,62
2008-09-14,12424,63
2008-09-15,26313,66
2008-09-16,26546,66
2008-09-17,29335,64
2008-09-18,27586,58
2008-09-19,24204,58
2008-09-20,29046,57
2008-09-21,13974,58
2008-09-22,26340,57
2008-09-23,26444,52
2008-09-24,28756,56
2008-09-25,28100,57
2008-09-26,22774,60
2008-09-27,27198,58
2008-09-28,13036,58
2008-09-29,24447,62
2008-09-30,24778,61
2008-10-01,28344,64
2008-10-02,24944,63
2008-10-03,23257,58
2008-10-04,30208,58
2008-10-05,13671,57
2008-10-06,22811,56
2008-10-07,24452,56
2008-10-08,29864,50
2008-10-09,25813,47
2008-10-10,25800,50
2008-10-11,27773,46
2008-10-12,12567,50
2008-10-13,23955,56
2008-10-14,27341,49
2008-10-15,27330,44
2008-10-16,26249,52
2008-10-17,23069,58
2008-10-18,28398,52
2008-10-19,13344,46
2008-10-20,25485,50
2008-10-21,25673,47
2008-10-22,28273,50
2008-10-23,25995,50
2008-10-24,23478,45
2008-10-25,26923,50
2008-10-26,12248,49
2008-10-27,24606,52
2008-10-28,24710,50
2008-10-29,28086,54
2008-10-30,24159,50
2008-10-31,19421,54
2008-11-01,30079,54
2008-11-02,14918,52
2008-11-03,26076,51
2008-11-04,21601,46
2008-11-05,30458,44
2008-11-06,26614,52
2008-11-07,27150,58
2008-11-08,31238,58
2008-11-09,15387,54
2008-11-10,27438,52
2008-11-11,11,50
2008-11-12,30590,56
2008-11-13,26384,48
2008-11-14,18868,47
2008-11-15,13419,50
2008-11-16,8020,48
2008-11-17,10975,51
2008-11-18,8853,48
2008-11-19,7661,50
2008-11-20,5742,47
2008-11-21,25637,46
2008-11-22,31518,45
2008-11-23,14464,40
2008-11-24,26644,42
2008-11-25,26667,42
2008-11-26,37092,42
2008-11-27,8,41
2008-11-28,25043,48
2008-11-29,24998,54
2008-11-30,7455,52
2008-12-01,27194,52
2008-12-02,27624,48
2008-12-03,30960,44
2008-12-04,26976,44
2008-12-05,23078,42
2008-12-06,28063,44
2008-12-07,13437,47
2008-12-08,26662,43
2008-12-09,24605,44
2008-12-10,30142,47
2008-12-11,26716,42
2008-12-12,23734,40
2008-12-13,28769,36
2008-12-14,9634,26
2008-12-15,23095,26
2008-12-16,28631,24
2008-12-17,34859,34
2008-12-18,10323,30
2008-12-19,19598,24
2008-12-20,18531,22
2008-12-21,2981,29
2008-12-22,14085,30
2008-12-23,17363,32
2008-12-25,1,34
2008-12-26,22607,34
2008-12-27,29230,40
2008-12-28,14544,40
2008-12-29,32244,40
2008-12-30,29742,39
2008-12-31,29044,40
2009-01-01,2,42
2009-01-02,36372,36
2009-01-03,28590,37
2009-01-04,13996,34
2009-01-05,31392,40
2009-01-06,28145,48
2009-01-07,30347,52
2009-01-08,29602,45
2009-01-09,26633,40
2009-01-10,33715,43
2009-01-11,16332,46
2009-01-12,28546,48
2009-01-13,28011,45
2009-01-14,32129,42
2009-01-15,29183,38
2009-01-16,26266,36
2009-01-17,32410,37
2009-01-18,14480,38
2009-01-19,40,38
2009-01-20,29751,35
2009-01-21,33184,37
2009-01-22,30725,35
2009-01-23,26510,36
2009-01-24,31587,36
2009-01-25,15407,34
2009-01-26,27648,32
2009-01-27,25349,36
2009-01-28,31542,42
2009-01-29,29099,44
2009-01-30,25644,42
2009-01-31,32016,40
2009-02-01,13076,38
2009-02-02,25716,46
2009-02-03,26569,42
2009-02-04,31194,46
2009-02-05,26527,42
2009-02-06,24960,43
2009-02-07,31814,38
2009-02-08,15076,40
2009-02-09,26029,38
2009-02-10,25661,36
2009-02-11,32583,37
2009-02-12,28074,38
2009-02-13,26014,39
2009-02-14,30771,40
2009-02-15,15383,40
2009-02-16,7,41
2009-02-17,35812,44
2009-02-18,34322,42
2009-02-19,30404,44
2009-02-20,26477,40
2009-02-21,29781,43
2009-02-22,15209,48
2009-02-23,27172,49
2009-02-24,26128,46
2009-02-25,32437,40
2009-02-26,30227,34
2009-02-27,26960,40
2009-02-28,32458,42
2009-03-01,15562,48
2009-03-02,26844,52
2009-03-03,26257,49
2009-03-04,32278,44
2009-03-05,28304,41
2009-03-06,25486,37
2009-03-07,31675,38
2009-03-08,14561,36
2009-03-09,27395,36
2009-03-10,27898,34
2009-03-11,31418,36
2009-03-12,28510,40
2009-03-13,24637,42
2009-03-14,30372,42
2009-03-15,15552,40
2009-03-16,27169,40
2009-03-17,27089,42
2009-03-18,32480,46
2009-03-19,29273,48
2009-03-20,27602,48
2009-03-21,28812,42
2009-03-22,15337,44
2009-03-23,27834,41
2009-03-24,27747,44
2009-03-25,31435,42
2009-03-26,28994,42
2009-03-27,24905,47
2009-03-28,29860,40
2009-03-29,14205,42
2009-03-30,28919,44
2009-03-31,27839,44
