"state","year","ac_no","ac_name","ac_type","cand1","party1","votes1","position","vote_percent"
"Jharkhand",2005,13,"MADHUPUR","GEN","SURENDRA RAWANI","JVC",2927,6,1.96
"Jharkhand",2005,13,"MADHUPUR","GEN","SANTOSH KUMAR MODI","IND",2278,7,1.52
"Jharkhand",2005,13,"MADHUPUR","GEN","MUKESH KUMAR SINGH","AJSU",2250,8,1.5
"Jharkhand",2005,13,"MADHUPUR","GEN","ALTAF HUSSAIN","UGDP",1886,9,1.26
"Jharkhand",2005,14,"SARATH","GEN","UDAY SHANKAR SINGH","RJD",66335,1,49.52
"Jharkhand",2005,14,"SARATH","GEN","ARUN MANDAL","AIFB",586,10,0.44
"Jharkhand",2005,14,"SARATH","GEN","DHANESHWAR SOREN","IND",556,11,0.42
"Jharkhand",2005,14,"SARATH","GEN","SAHADEO PD MANDAL","JVD",437,12,0.33
"Jharkhand",2005,14,"SARATH","GEN","JAGNNATH HAZARA","LJP",433,13,0.32
"Jharkhand",2005,14,"SARATH","GEN","SURESH PRASAD SINGH","JVC",378,14,0.28
"Jharkhand",2005,14,"SARATH","GEN","N.K. TIWARY","IND",258,15,0.19
"Jharkhand",2005,14,"SARATH","GEN","SHASHANK SEKHAR BHOKTA","JMM",51429,2,38.39
"Jharkhand",2005,14,"SARATH","GEN","SATISH CHANDRA RAO","JD(U)",4495,3,3.36
"Jharkhand",2005,14,"SARATH","GEN","SUMAN KUMAR SINGH","IND",3092,4,2.31
"Jharkhand",2005,14,"SARATH","GEN","JAYANT RAO PATEL","BSP",2167,5,1.62
"Jharkhand",2005,14,"SARATH","GEN","BIVEK KUMAR SINGH","IND",1712,6,1.28
"Jharkhand",2005,14,"SARATH","GEN","RURDRANAND RAW","IND",791,7,0.59
"Jharkhand",2005,14,"SARATH","GEN","MAMLESWAR SINGH","IND",693,8,0.52
"Jharkhand",2005,14,"SARATH","GEN","MD. JARIF","SP",607,9,0.45
"Jharkhand",2005,15,"DEOGHAR","SC","KAMESHWAR NATH DAS","JD(U)",43065,1,29.55
"Jharkhand",2005,15,"DEOGHAR","SC","DEV SARANAGAT NARAYAN DAS","AITC",1759,10,1.21
"Jharkhand",2005,15,"DEOGHAR","SC","NARESH HAZRA","IND",1664,11,1.14
"Jharkhand",2005,15,"DEOGHAR","SC","SHIV RAM CHOUDHARY","AIFB",1546,12,1.06
"Jharkhand",2005,15,"DEOGHAR","SC","PRAKASH DAS","SAP",1467,13,1.01
"Jharkhand",2005,15,"DEOGHAR","SC","VIJAY RAJAK","JVD",1351,14,0.93
"Jharkhand",2005,15,"DEOGHAR","SC","SURESH PASWAN","RJD",33442,2,22.95
"Jharkhand",2005,15,"DEOGHAR","SC","MANOJ KUMAR DAS","JMM",23930,3,16.42
"Jharkhand",2005,15,"DEOGHAR","SC","SHANKAR PASWAN","LJP",9351,4,6.42
"Jharkhand",2005,15,"DEOGHAR","SC","RAJENDRA DAS","INC",8548,5,5.86
"Jharkhand",2005,15,"DEOGHAR","SC","NIRMALA BHARTI","BSP",8354,6,5.73
"Jharkhand",2005,15,"DEOGHAR","SC","SUNIL MAHTHA","IND",6923,7,4.75
"Jharkhand",2005,15,"DEOGHAR","SC","RAM AWATAR PRASAD","SP",2360,8,1.62
"Jharkhand",2005,15,"DEOGHAR","SC","BIJENDRA TURI","CPI(ML)(L)",1986,9,1.36
"Jharkhand",2005,16,"POREYAHAT","GEN","PRADEEP YADAV","BJP",72342,1,52.56
"Jharkhand",2005,16,"POREYAHAT","GEN","UMESH PANJIYARA","IND",535,10,0.39
"Jharkhand",2005,16,"POREYAHAT","GEN","ABDUL JABBAR MOHSIN","IND",421,11,0.31
"Jharkhand",2005,16,"POREYAHAT","GEN","DEENESH KUMAR SINGH","IND",421,12,0.31
"Jharkhand",2005,16,"POREYAHAT","GEN","JAFEER ANSARI","IND",400,13,0.29
"Jharkhand",2005,16,"POREYAHAT","GEN","PRASHANT KUMAR","JMM",48050,2,34.91
"Jharkhand",2005,16,"POREYAHAT","GEN","ANAND KUMAR","SP",3693,3,2.68
"Jharkhand",2005,16,"POREYAHAT","GEN","KUNDAN KUMAR LAL","UGDP",3344,4,2.43
"Jharkhand",2005,16,"POREYAHAT","GEN","DEOLAL HEMRAM","BSP",3242,5,2.36
"Jharkhand",2005,16,"POREYAHAT","GEN","SHEELA DEVI URF SHAIL DEVI","IND",2116,6,1.54
"Jharkhand",2005,16,"POREYAHAT","GEN","LAMVODAR DARWE","AJSU",1280,7,0.93
"Jharkhand",2005,16,"POREYAHAT","GEN","RAJESH SHARMA","IND",1175,8,0.85
"Jharkhand",2005,16,"POREYAHAT","GEN","MANOJ KUMAR","IND",616,9,0.45
"Jharkhand",2005,17,"GODDA","GEN","MANOHAR KUMAR TEKARIWAL","BJP",43728,1,NA
"Jharkhand",2005,17,"GODDA","GEN","TALIW ANSARI","IND",569,10,NA
"Jharkhand",2005,17,"GODDA","GEN","KIRTAN PRASAD SINGH","IND",506,11,NA
"Jharkhand",2005,17,"GODDA","GEN","PREJESH KUMAR","IND",489,12,NA
"Jharkhand",2005,17,"GODDA","GEN","HARI PRASAD MAHTO","IND",484,13,NA
"Jharkhand",2005,17,"GODDA","GEN","ANIL TIWARI","IND",451,14,NA
"Jharkhand",2005,17,"GODDA","GEN","NAKUL ROY","IND",441,15,NA
"Jharkhand",2005,17,"GODDA","GEN","UPENDRA MANJHI","IND",436,16,NA
"Jharkhand",2005,17,"GODDA","GEN","VIVEKANAND KUNWAR","IND",420,17,NA
"Jharkhand",2005,17,"GODDA","GEN","JAY PRAKASH SINGH","IND",413,18,NA
"Jharkhand",2005,17,"GODDA","GEN","NILESH KUMAR MISRA","IND",403,19,NA
"Jharkhand",2005,17,"GODDA","GEN","SANJAY PRASAD YADAV","RJD",30639,2,NA
"Jharkhand",2005,17,"GODDA","GEN","HIFHUR RAHMAN","IJP",369,20,NA
"Jharkhand",2005,17,"GODDA","GEN","NOOR HASAN","SAP",346,21,NA
"Jharkhand",2005,17,"GODDA","GEN","NIRANJAN BHAGAT","IND",331,22,NA
"Jharkhand",2005,17,"GODDA","GEN","SUNIL CHANDRA MANDAL","IND",297,23,NA
"Jharkhand",2005,17,"GODDA","GEN","NASIM AKHTAR","IND",294,24,NA
"Jharkhand",2005,17,"GODDA","GEN","MEHADI HASAN KHA","IND",285,25,NA
"Jharkhand",2005,17,"GODDA","GEN","RAJENDRA KUMAR JHA","IND",251,26,NA
"Jharkhand",2005,17,"GODDA","GEN","BALRAM YADAV","IND",242,27,NA
"Jharkhand",2005,17,"GODDA","GEN","NIRANJAN YADAV","IND",226,28,NA
"Jharkhand",2005,17,"GODDA","GEN","PREM SHANKAR JHA","IND",215,29,NA
"Jharkhand",2005,17,"GODDA","GEN","RAJNISH ANAND","INC",23877,3,NA
"Jharkhand",2005,17,"GODDA","GEN","MAHENDRA MANDAL","IND",163,30,NA
"Jharkhand",2005,17,"GODDA","GEN","MANOJ KUMAR SINGH","IND",154,31,NA
"Jharkhand",2005,17,"GODDA","GEN","DUKH MOCHAN CHAUDHARY","AJSU",NA,32,NA
"Jharkhand",2005,17,"GODDA","GEN","DEORAJ DUBEY","IND",NA,33,NA
"Jharkhand",2005,17,"GODDA","GEN","PREM NANDAN KUMAR","JMM",19290,4,NA
"Jharkhand",2005,17,"GODDA","GEN","RAM PRATAP NARAYAN","BSP",4057,5,NA
"Jharkhand",2005,17,"GODDA","GEN","SUMANT SINGH","IND",869,6,NA
"Jharkhand",2005,17,"GODDA","GEN","JOHAN LAL KISKU","JKPP",824,7,NA
"Jharkhand",2005,17,"GODDA","GEN","BAIKUNTH PRASAD YADAV","SP",748,8,NA
"Jharkhand",2005,17,"GODDA","GEN","SHYAM SUNDAR MANDAL","IND",590,9,NA
"Jharkhand",2005,18,"MAHAGAMA","GEN","ASHOK KUMAR","BJP",46253,1,33.49
"Jharkhand",2005,18,"MAHAGAMA","GEN","RAJEEV RANJAN BHAGAT","IND",2205,10,1.6
"Jharkhand",2005,18,"MAHAGAMA","GEN","ANWARUL HODA","NCP",1672,11,1.21
