"Year","PC_Name","PC_No","PC_Type","AC_Name","AC_No","AC_Type","CandID","Cand","Party","Votes_In_AC","State_Name"
1999,"Srikakulam",1,"GEN","Harishchandra",4,"GEN",1,"Yerrannaidu Kinjarapu","TDP",69048,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Harishchandra",4,"GEN",2,"Kanithi Viswanadaham","INC",29285,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Harishchandra",4,"GEN",3,"Appala Naidu Golive","AJBP",602,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Narasannapeta",5,"GEN",3,"Appala Naidu Golive","AJBP",514,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Narasannapeta",5,"GEN",2,"Kanithi Viswanadaham","INC",47482,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Narasannapeta",5,"GEN",1,"Yerrannaidu Kinjarapu","TDP",43993,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Amadalavalasa",15,"GEN",2,"Kanithi Viswanadaham","INC",38986,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Amadalavalasa",15,"GEN",1,"Yerrannaidu Kinjarapu","TDP",44292,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Amadalavalasa",15,"GEN",3,"Appala Naidu Golive","AJBP",451,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Srikakulam",16,"GEN",2,"Kanithi Viswanadaham","INC",45020,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Srikakulam",16,"GEN",1,"Yerrannaidu Kinjarapu","TDP",62819,"Andhara_Pradesh"
1999,"Srikakulam",1,"GEN","Srikakulam",16,"GEN",3,"Appala Naidu Golive","AJBP",1717,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Patapatnam",6,"GEN",4,"Vooyaka Mutyalu","IND",229,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Patapatnam",6,"GEN",3,"Arika Gumpa Swamy","IND",546,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Patapatnam",6,"GEN",1,"Kishore Chandra Suryanarayana","INC",36046,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Patapatnam",6,"GEN",2,"Dadichiluka Veera Gouri Sankara","TDP",46890,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Kothuru",7,"GEN",2,"Dadichiluka Veera Gouri Sankara","TDP",41770,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Kothuru",7,"GEN",1,"Kishore Chandra Suryanarayana","INC",42832,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Kothuru",7,"GEN",3,"Arika Gumpa Swamy","IND",1322,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Kothuru",7,"GEN",4,"Vooyaka Mutyalu","IND",748,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Naguru",8,"GEN",2,"Dadichiluka Veera Gouri Sankara","TDP",31862,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Naguru",8,"GEN",4,"Vooyaka Mutyalu","IND",3409,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Naguru",8,"GEN",1,"Kishore Chandra Suryanarayana","INC",47036,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Naguru",8,"GEN",3,"Arika Gumpa Swamy","IND",2513,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Parvathipuram",9,"GEN",1,"Kishore Chandra Suryanarayana","INC",52009,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Parvathipuram",9,"GEN",2,"Dadichiluka Veera Gouri Sankara","TDP",36419,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Parvathipuram",9,"GEN",3,"Arika Gumpa Swamy","IND",883,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Parvathipuram",9,"GEN",4,"Vooyaka Mutyalu","IND",2008,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Salur",10,"GEN",2,"Dadichiluka Veera Gouri Sankara","TDP",48254,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Salur",10,"GEN",1,"Kishore Chandra Suryanarayana","INC",33054,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Salur",10,"GEN",3,"Arika Gumpa Swamy","IND",719,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Salur",10,"GEN",4,"Vooyaka Mutyalu","IND",1222,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Vunukuru",13,"GEN",1,"Kishore Chandra Suryanarayana","INC",47233,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Vunukuru",13,"GEN",3,"Arika Gumpa Swamy","IND",1196,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Vunukuru",13,"GEN",2,"Dadichiluka Veera Gouri Sankara","TDP",59578,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Vunukuru",13,"GEN",4,"Vooyaka Mutyalu","IND",911,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Palakonda",14,"GEN",4,"Vooyaka Mutyalu","IND",644,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Palakonda",14,"GEN",2,"Dadichiluka Veera Gouri Sankara","TDP",38998,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Palakonda",14,"GEN",3,"Arika Gumpa Swamy","IND",2571,"Andhara_Pradesh"
1999,"Parvathipuram",2,"GEN","Palakonda",14,"GEN",1,"Kishore Chandra Suryanarayana","INC",32107,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Bobbili",11,"GEN",4,"Enumula Appa Rao","IND",141,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Bobbili",11,"GEN",3,"Manjula Dasari","AJBP",668,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Bobbili",11,"GEN",2,"Botcha Satyanarayana","INC",51399,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Bobbili",11,"GEN",1,"Aruna Padala","TDP",40638,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Therlam",12,"GEN",1,"Aruna Padala","TDP",46805,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Therlam",12,"GEN",2,"Botcha Satyanarayana","INC",52932,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Therlam",12,"GEN",3,"Manjula Dasari","AJBP",819,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Therlam",12,"GEN",4,"Enumula Appa Rao","IND",192,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Etcherla",17,"GEN",4,"Enumula Appa Rao","IND",296,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Etcherla",17,"GEN",1,"Aruna Padala","TDP",52117,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Etcherla",17,"GEN",3,"Manjula Dasari","AJBP",1135,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Etcherla",17,"GEN",2,"Botcha Satyanarayana","INC",42601,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Cheepurupalli",18,"GEN",3,"Manjula Dasari","AJBP",3774,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Cheepurupalli",18,"GEN",4,"Enumula Appa Rao","IND",811,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Cheepurupalli",18,"GEN",2,"Botcha Satyanarayana","INC",48281,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Cheepurupalli",18,"GEN",1,"Aruna Padala","TDP",47665,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Gajapathinagaram",19,"GEN",1,"Aruna Padala","TDP",41328,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Gajapathinagaram",19,"GEN",3,"Manjula Dasari","AJBP",8979,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Gajapathinagaram",19,"GEN",4,"Enumula Appa Rao","IND",243,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Gajapathinagaram",19,"GEN",2,"Botcha Satyanarayana","INC",40119,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Vizianagaram",20,"GEN",1,"Aruna Padala","TDP",59047,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Vizianagaram",20,"GEN",2,"Botcha Satyanarayana","INC",51117,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Vizianagaram",20,"GEN",4,"Enumula Appa Rao","IND",156,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Vizianagaram",20,"GEN",3,"Manjula Dasari","AJBP",566,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Sathivada",21,"GEN",3,"Manjula Dasari","AJBP",482,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Sathivada",21,"GEN",4,"Enumula Appa Rao","IND",171,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Sathivada",21,"GEN",2,"Botcha Satyanarayana","INC",53027,"Andhara_Pradesh"
1999,"Bobbili",3,"GEN","Sathivada",21,"GEN",1,"Aruna Padala","TDP",48145,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bhogapuram",22,"GEN",2,"M.V.V.S.Murthy","TDP",47422,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bhogapuram",22,"GEN",4,"Navish Yadav(T.N.V.Murthi B.E.)","SP",717,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bhogapuram",22,"GEN",3,"T.Subbarami Reddy","INC",44161,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bhogapuram",22,"GEN",1,"Ch.Narsinga Rao","CPM",801,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bhogapuram",22,"GEN",5,"Appa Rao Gudivada","IND",192,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bhogapuram",22,"GEN",6,"Nanduri Pani","IND",88,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bheemunipatnam",23,"GEN",1,"Ch.Narsinga Rao","CPM",1849,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bheemunipatnam",23,"GEN",2,"M.V.V.S.Murthy","TDP",59955,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bheemunipatnam",23,"GEN",6,"Nanduri Pani","IND",230,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bheemunipatnam",23,"GEN",3,"T.Subbarami Reddy","INC",41442,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bheemunipatnam",23,"GEN",4,"Navish Yadav(T.N.V.Murthi B.E.)","SP",910,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Bheemunipatnam",23,"GEN",5,"Appa Rao Gudivada","IND",467,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-I",24,"GEN",6,"Nanduri Pani","IND",166,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-I",24,"GEN",5,"Appa Rao Gudivada","IND",727,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-I",24,"GEN",1,"Ch.Narsinga Rao","CPM",1471,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-I",24,"GEN",3,"T.Subbarami Reddy","INC",34462,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-I",24,"GEN",4,"Navish Yadav(T.N.V.Murthi B.E.)","SP",696,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-I",24,"GEN",2,"M.V.V.S.Murthy","TDP",38161,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-II",25,"GEN",3,"T.Subbarami Reddy","INC",89053,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-II",25,"GEN",4,"Navish Yadav(T.N.V.Murthi B.E.)","SP",535,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-II",25,"GEN",2,"M.V.V.S.Murthy","TDP",98530,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-II",25,"GEN",5,"Appa Rao Gudivada","IND",152,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-II",25,"GEN",6,"Nanduri Pani","IND",235,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Visakhapatnam-II",25,"GEN",1,"Ch.Narsinga Rao","CPM",5786,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Pendurthi",26,"GEN",4,"Navish Yadav(T.N.V.Murthi B.E.)","SP",994,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Pendurthi",26,"GEN",6,"Nanduri Pani","IND",222,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Pendurthi",26,"GEN",5,"Appa Rao Gudivada","IND",208,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Pendurthi",26,"GEN",3,"T.Subbarami Reddy","INC",103334,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Pendurthi",26,"GEN",1,"Ch.Narsinga Rao","CPM",11920,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Pendurthi",26,"GEN",2,"M.V.V.S.Murthy","TDP",109939,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Uttarapalli",27,"GEN",5,"Appa Rao Gudivada","IND",384,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Uttarapalli",27,"GEN",1,"Ch.Narsinga Rao","CPM",1883,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Uttarapalli",27,"GEN",6,"Nanduri Pani","IND",106,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Uttarapalli",27,"GEN",4,"Navish Yadav(T.N.V.Murthi B.E.)","SP",4554,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Uttarapalli",27,"GEN",2,"M.V.V.S.Murthy","TDP",42079,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Uttarapalli",27,"GEN",3,"T.Subbarami Reddy","INC",41629,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Srungavarapukota",28,"GEN",4,"Navish Yadav(T.N.V.Murthi B.E.)","SP",971,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Srungavarapukota",28,"GEN",5,"Appa Rao Gudivada","IND",133,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Srungavarapukota",28,"GEN",3,"T.Subbarami Reddy","INC",48583,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Srungavarapukota",28,"GEN",6,"Nanduri Pani","IND",411,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Srungavarapukota",28,"GEN",2,"M.V.V.S.Murthy","TDP",45699,"Andhara_Pradesh"
1999,"Visakhapatnam",4,"GEN","Srungavarapukota",28,"GEN",1,"Ch.Narsinga Rao","CPM",2885,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Paderu",29,"GEN",3,"T.Ratnabai","INC",31190,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Paderu",29,"GEN",2,"Pangi Satyanarayana","NTRTDP(LP)",20670,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Paderu",29,"GEN",1,"Dumpa Mary Vijaya Kumari","TDP",27632,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Paderu",29,"GEN",4,"Ramaiah Sode","CPI",9427,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Paderu",29,"GEN",5,"Kurasam Subba Rao","IND",1672,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Paderu",29,"GEN",6,"K. Ranga Reddy","IND",1198,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Chintapalli",37,"GEN",2,"Pangi Satyanarayana","NTRTDP(LP)",1890,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Chintapalli",37,"GEN",1,"Dumpa Mary Vijaya Kumari","TDP",40594,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Chintapalli",37,"GEN",3,"T.Ratnabai","INC",14408,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Chintapalli",37,"GEN",5,"Kurasam Subba Rao","IND",10794,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Chintapalli",37,"GEN",4,"Ramaiah Sode","CPI",32726,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Chintapalli",37,"GEN",6,"K. Ranga Reddy","IND",203,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Yellavaram",38,"GEN",4,"Ramaiah Sode","CPI",1899,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Yellavaram",38,"GEN",5,"Kurasam Subba Rao","IND",429,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Yellavaram",38,"GEN",3,"T.Ratnabai","INC",32372,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Yellavaram",38,"GEN",2,"Pangi Satyanarayana","NTRTDP(LP)",539,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Yellavaram",38,"GEN",6,"K. Ranga Reddy","IND",4651,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Yellavaram",38,"GEN",1,"Dumpa Mary Vijaya Kumari","TDP",38533,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Gopalpuram",71,"GEN",6,"K. Ranga Reddy","IND",190,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Gopalpuram",71,"GEN",4,"Ramaiah Sode","CPI",2957,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Gopalpuram",71,"GEN",1,"Dumpa Mary Vijaya Kumari","TDP",57284,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Gopalpuram",71,"GEN",2,"Pangi Satyanarayana","NTRTDP(LP)",334,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Gopalpuram",71,"GEN",5,"Kurasam Subba Rao","IND",359,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Gopalpuram",71,"GEN",3,"T.Ratnabai","INC",53224,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Polavaram",73,"GEN",3,"T.Ratnabai","INC",48219,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Polavaram",73,"GEN",4,"Ramaiah Sode","CPI",7682,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Polavaram",73,"GEN",1,"Dumpa Mary Vijaya Kumari","TDP",45554,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Polavaram",73,"GEN",2,"Pangi Satyanarayana","NTRTDP(LP)",325,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Polavaram",73,"GEN",5,"Kurasam Subba Rao","IND",634,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Polavaram",73,"GEN",6,"K. Ranga Reddy","IND",4129,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Bhadrachalam",274,"GEN",2,"Pangi Satyanarayana","NTRTDP(LP)",378,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Bhadrachalam",274,"GEN",1,"Dumpa Mary Vijaya Kumari","TDP",38625,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Bhadrachalam",274,"GEN",3,"T.Ratnabai","INC",32290,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Bhadrachalam",274,"GEN",4,"Ramaiah Sode","CPI",44955,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Bhadrachalam",274,"GEN",6,"K. Ranga Reddy","IND",1076,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Bhadrachalam",274,"GEN",5,"Kurasam Subba Rao","IND",433,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Burgampahad",275,"GEN",5,"Kurasam Subba Rao","IND",338,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Burgampahad",275,"GEN",3,"T.Ratnabai","INC",44584,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Burgampahad",275,"GEN",4,"Ramaiah Sode","CPI",22790,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Burgampahad",275,"GEN",2,"Pangi Satyanarayana","NTRTDP(LP)",278,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Burgampahad",275,"GEN",1,"Dumpa Mary Vijaya Kumari","TDP",45260,"Andhara_Pradesh"
1999,"Bhadrachalam",5,"GEN","Burgampahad",275,"GEN",6,"K. Ranga Reddy","IND",5445,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Madugula",30,"GEN",2,"Gurunadha Rao Gudivada","INC",46666,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Madugula",30,"GEN",3,"Choday Srinivasa Rao","NTRTDP(LP)",486,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Madugula",30,"GEN",4,"Appala Trinadha Rao Bheesetti","ATDP",635,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Madugula",30,"GEN",1,"Ganta Srinivasa Rao","TDP",54039,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Chodavaram",31,"GEN",4,"Appala Trinadha Rao Bheesetti","ATDP",2002,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Chodavaram",31,"GEN",2,"Gurunadha Rao Gudivada","INC",56373,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Chodavaram",31,"GEN",3,"Choday Srinivasa Rao","NTRTDP(LP)",610,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Chodavaram",31,"GEN",1,"Ganta Srinivasa Rao","TDP",54681,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Anakapalli",32,"GEN",2,"Gurunadha Rao Gudivada","INC",47398,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Anakapalli",32,"GEN",3,"Choday Srinivasa Rao","NTRTDP(LP)",355,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Anakapalli",32,"GEN",1,"Ganta Srinivasa Rao","TDP",56853,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Anakapalli",32,"GEN",4,"Appala Trinadha Rao Bheesetti","ATDP",684,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Paravada",33,"GEN",1,"Ganta Srinivasa Rao","TDP",68048,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Paravada",33,"GEN",3,"Choday Srinivasa Rao","NTRTDP(LP)",681,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Paravada",33,"GEN",2,"Gurunadha Rao Gudivada","INC",45640,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Paravada",33,"GEN",4,"Appala Trinadha Rao Bheesetti","ATDP",1330,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Elamanchili",34,"GEN",4,"Appala Trinadha Rao Bheesetti","ATDP",2565,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Elamanchili",34,"GEN",3,"Choday Srinivasa Rao","NTRTDP(LP)",534,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Elamanchili",34,"GEN",2,"Gurunadha Rao Gudivada","INC",46224,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Elamanchili",34,"GEN",1,"Ganta Srinivasa Rao","TDP",52349,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Payakaraopeta",35,"GEN",4,"Appala Trinadha Rao Bheesetti","ATDP",2561,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Payakaraopeta",35,"GEN",3,"Choday Srinivasa Rao","NTRTDP(LP)",427,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Payakaraopeta",35,"GEN",1,"Ganta Srinivasa Rao","TDP",47156,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Payakaraopeta",35,"GEN",2,"Gurunadha Rao Gudivada","INC",39520,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Narsipatnam",36,"GEN",2,"Gurunadha Rao Gudivada","INC",52196,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Narsipatnam",36,"GEN",4,"Appala Trinadha Rao Bheesetti","ATDP",4139,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Narsipatnam",36,"GEN",3,"Choday Srinivasa Rao","NTRTDP(LP)",468,"Andhara_Pradesh"
1999,"Anakapalli",6,"GEN","Narsipatnam",36,"GEN",1,"Ganta Srinivasa Rao","TDP",59211,"Andhara_Pradesh"
1999,"Kakinada",7,"GEN","Jaggampeta",42,"GEN",1,"Thota Subbarao","INC",54679,"Andhara_Pradesh"
1999,"Kakinada",7,"GEN","Jaggampeta",42,"GEN",3,"Nainalasetti Murthy","CPI(ML)(L)",208,"Andhara_Pradesh"
1999,"Kakinada",7,"GEN","Jaggampeta",42,"GEN",4,"Boddu Krishna Mohan","ATDP",604,"Andhara_Pradesh"
1999,"Kakinada",7,"GEN","Jaggampeta",42,"GEN",2,"Mudragada Padmanabham","TDP",62564,"Andhara_Pradesh"
1999,"Kakinada",7,"GEN","Jaggampeta",42,"GEN",5,"Mutyala Ramalinga Chowdary","AJBP",93,"Andhara_Pradesh"
1999,"Kakinada",7,"GEN","Jaggampeta",42,"GEN",6,"Chandrasekhararao P.","IND",152,"Andhara_Pradesh"
